uniqueID,finalPlantID,collector,county,country,lat,long,state
NA,NA,NA,NA,NA,NA,NA,NA
EMEC_SI_PL_081112_8,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_CH_082012_72,Hymenoxys hoopesii,LCP,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_CH_082112_49,Hymenoxys hoopesii,LCP,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_CH_082112_158,Heliomeris multiflora var. nevadensis,HLS,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_CH_082112_155,Hymenoxys hoopesii,HLS,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_CH_082112_106,Heliomeris multiflora var. nevadensis,HLS,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_CH_082212_47,Heliomeris multiflora var. nevadensis,LCP,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_CH_082012_120,Heliomeris multiflora var. nevadensis,HLS,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_CH_082012_22,Heliomeris multiflora var. nevadensis,LCP,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_CH_082212_80,Monarda citriodora spp. austromontana,LCP,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_CH_082012_54,Linum neomexicanum,LCP,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_CH_082112_115,Cosmos parviflorus,HLS,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_CH_082212_66,Glandularia bipinnatifida,LCP,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_CH_082212_82,Linum neomexicanum,LCP,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_CH_082212_83,Linum neomexicanum,LCP,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_CH_082012_133,Hymenoxys hoopesii,HLS,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_CH_082112_180,Linum neomexicanum,HLS,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_CH_082112_51,Cosmos parviflorus,LCP,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_PL_081112_33,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081012_83,Gentianopsis detonsa,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081012_79,Campanula rotundifolia,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081012_246,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081112_152,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081112_19,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081012_6,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081112_37,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081012_256,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_080912_123,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081012_226,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_SC_072812_216,Townsendia grandiflora,LCP,Bernalillo,USA," 35¡12'22.86"" N","106¡26'36.15"" W",New Mexico
EMEC_SI_CH_081912_16,Hymenoxys hoopesii,LCP,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_JC_071712_43,Erigeron formosissimus,LCP,Santa Fe,USA," 35¡51'18.33"" N","105¡38'26.07"" W",New Mexico
EMEC_SI_CH_082012_25,Heliomeris multiflora var. nevadensis,LCP,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_JC_071112_23,Erigeron subtrinervis,LCP,Santa Fe,USA," 35¡51'18.33"" N","105¡38'26.07"" W",New Mexico
EMEC_SI_CH_081912_4,Ipomoea  plummerae,HLS,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_JC_071212_107,Erigeron subtrinervis,HLS,Santa Fe,USA," 35¡51'18.33"" N","105¡38'26.07"" W",New Mexico
EMEC_SI_SC_072012_250,Erigeron subtrinervis,HLS,Bernalillo,USA," 35¡12'22.86"" N","106¡26'36.15"" W",New Mexico
EMEC_SI_CH_081912_8,Heliomeris multiflora var. nevadensis,HLS,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_PL_080912_122,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081112_230,Gentianopsis detonsa,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_JC_071212_9,Erigeron subtrinervis,HLS,Santa Fe,USA," 35¡51'18.33"" N","105¡38'26.07"" W",New Mexico
EMEC_SI_PL_081012_225,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081112_15,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081312_51,Hymenoxys hoopesii,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081312_164,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081312_158,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081312_157,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081312_156,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_36,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_166,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_264,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081312_8,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081312_3,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081312_47,Hymenoxys hoopesii,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_33,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_34,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_168,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_163,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_162,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_167,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081112_140,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081112_142,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_270,Hymenoxys hoopesii,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_178,Hymenoxys hoopesii,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_179,Hymenoxys hoopesii,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_35,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081312_10,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_262,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_164,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081112_143,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081112_144,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_22,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081112_145,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_17,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081212_13,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081312_159,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081112_34,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081012_219,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081012_82,Gentianopsis detonsa,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081112_148,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_080912_249,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081012_17,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081012_254,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081312_295,Cirsium parryi,LCP,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_CH_082112_71,Linum neomexicanum,LCP,Cochise,USA," 31¡55'2.68"" N","109¡16'44.17"" W",Arizona
EMEC_SI_SC_072712_212,Hymenoxys richardsonii,LCP,Bernalillo,USA," 35¡12'22.86"" N","106¡26'36.15"" W",New Mexico
EMEC_SI_PL_081112_35,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081112_20,Cirsium parryi,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_PL_081112_76,Geranium viscosissimum,HLS,Graham,USA," 32¡40'6.21"" N","109¡52'39.51"" W",Arizona
EMEC_SI_JC_071512_138,Erigeron subtrinervis,HLS,Santa Fe,USA," 35¡51'18.33"" N","105¡38'26.07"" W",New Mexico
EMEC_SI_JC_071512_136,Erigeron subtrinervis,HLS,Santa Fe,USA," 35¡51'18.33"" N","105¡38'26.07"" W",New Mexico
