UniqueID,TempID,Collector,SampleRound,Order,Family,Genus,SubGenus,Species,SubSpecies,PlantGenus,PlantSpecies,PlantFamily,Date,Dos,SampleRound.1,StartTime,EndTime,TempStart,TempEnd,WindStart,WindEnd,SkyStart,SkyEnd,Site,Country,State,County,Meadow,Forest,MtRange,Lat,Long,GenSp,PlantGenSp,Int,IntGen,PolSpec,PlantSpec,DateStart
JC_071512_18,18,LCP,3,Lepidoptera,Pieridae,Colias,,eurytheme,,Erigeron,subtrinervis,Asteraceae,7/15/12,5,4,8:50,13:50,61.6,71.1,1.8,3,clear,partly cloudy,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Colias eurytheme ,Erigeron subtrinervis,Colias eurytheme  Erigeron subtrinervis,Colias Erigeron,0.243977094,0.484149478,7/15/12
JC_071512_14,14,LCP,3,Lepidoptera,Pieridae,Nathalis,,iole,,Erigeron,subtrinervis,Asteraceae,7/15/12,5,4,8:50,13:50,61.6,71.1,1.8,3,clear,partly cloudy,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Nathalis iole ,Erigeron subtrinervis,Nathalis iole  Erigeron subtrinervis,Nathalis Erigeron,0.151702192,0.484149478,7/15/12
JC_071512_7,7,LCP,3,Lepidoptera,Pieridae,Pontia,,protodice,,Erigeron,subtrinervis,Asteraceae,7/15/12,5,4,8:50,13:50,61.6,71.1,1.8,3,clear,partly cloudy,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Pontia protodice ,Erigeron subtrinervis,Pontia protodice  Erigeron subtrinervis,Pontia Erigeron,0.173298056,0.484149478,7/15/12
JC_071512_8,8,LCP,3,Lepidoptera,Pieridae,Pontia,,protodice,,Erigeron,subtrinervis,Asteraceae,7/15/12,5,4,8:50,13:50,61.6,71.1,1.8,3,clear,partly cloudy,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Pontia protodice ,Erigeron subtrinervis,Pontia protodice  Erigeron subtrinervis,Pontia Erigeron,0.173298056,0.484149478,7/15/12
JC_071512_115,115,LCP,3,Diptera,Syrphidae,Arctophila,,flagrans,,Erigeron,subtrinervis,Asteraceae,7/15/12,5,4,8:50,13:50,61.6,71.1,1.8,3,clear,partly cloudy,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Arctophila flagrans ,Erigeron subtrinervis,Arctophila flagrans  Erigeron subtrinervis,Arctophila Erigeron,0.210519986,0.484149478,7/15/12
JC_071512_59,59,LCP,3,Diptera,Syrphidae,Eristalis,,stipator,,Erigeron,subtrinervis,Asteraceae,7/15/12,5,4,8:50,13:50,61.6,71.1,1.8,3,clear,partly cloudy,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Eristalis stipator ,Erigeron subtrinervis,Eristalis stipator  Erigeron subtrinervis,Eristalis Erigeron,0.184495494,0.484149478,7/15/12
JC_071512_126,126,HLS,3,Diptera,Syrphidae,Eristalis,,stipator,,Erigeron,subtrinervis,Asteraceae,7/15/12,5,4,8:50,13:50,61.6,71.1,1.8,3,clear,partly cloudy,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Eristalis stipator ,Erigeron subtrinervis,Eristalis stipator  Erigeron subtrinervis,Eristalis Erigeron,0.184495494,0.484149478,7/15/12
JC_071512_130,130,HLS,3,Diptera,Syrphidae,Eristalis,,stipator,,Erigeron,subtrinervis,Asteraceae,7/15/12,5,4,8:50,13:50,61.6,71.1,1.8,3,clear,partly cloudy,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Eristalis stipator ,Erigeron subtrinervis,Eristalis stipator  Erigeron subtrinervis,Eristalis Erigeron,0.184495494,0.484149478,7/15/12
JC_071512_132,132,HLS,3,Diptera,Syrphidae,Eristalis,,stipator,,Erigeron,subtrinervis,Asteraceae,7/15/12,5,4,8:50,13:50,61.6,71.1,1.8,3,clear,partly cloudy,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Eristalis stipator ,Erigeron subtrinervis,Eristalis stipator  Erigeron subtrinervis,Eristalis Erigeron,0.184495494,0.484149478,7/15/12
JC_071512_57,57,LCP,3,Diptera,Syrphidae,Lejops,,polygrammus,,Erigeron,subtrinervis,Asteraceae,7/15/12,5,4,8:50,13:50,61.6,71.1,1.8,3,clear,partly cloudy,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Lejops polygrammus ,Erigeron subtrinervis,Lejops polygrammus  Erigeron subtrinervis,Lejops Erigeron,0.123098099,0.484149478,7/15/12
JC_071512_167,167,HLS,3,Diptera,Syrphidae,Platycheirus,,stegnus,,Erigeron,subtrinervis,Asteraceae,7/15/12,5,4,8:50,13:50,61.6,71.1,1.8,3,clear,partly cloudy,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Platycheirus stegnus ,Erigeron subtrinervis,Platycheirus stegnus  Erigeron subtrinervis,Platycheirus Erigeron,0.322586391,0.484149478,7/15/12
JC_071512_58,58,LCP,3,Diptera,Syrphidae,Xylota,,sp.,b,Erigeron,subtrinervis,Asteraceae,7/15/12,5,4,8:50,13:50,61.6,71.1,1.8,3,clear,partly cloudy,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Xylota sp. b,Erigeron subtrinervis,Xylota sp. b Erigeron subtrinervis,Xylota Erigeron,0.032684603,0.484149478,7/15/12
JC_071612_28,28,LCP,4,Hymenoptera,Apidae,Bombus,,bifarius,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Bombus bifarius ,Erigeron subtrinervis,Bombus bifarius  Erigeron subtrinervis,Bombus Erigeron,0.32876744,0.484149478,7/16/12
JC_071612_94,94,LCP,4,Hymenoptera,Apidae,Bombus,,bifarius,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Bombus bifarius ,Erigeron subtrinervis,Bombus bifarius  Erigeron subtrinervis,Bombus Erigeron,0.32876744,0.484149478,7/16/12
JC_071612_95,95,LCP,4,Hymenoptera,Apidae,Bombus,,bifarius,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Bombus bifarius ,Erigeron subtrinervis,Bombus bifarius  Erigeron subtrinervis,Bombus Erigeron,0.32876744,0.484149478,7/16/12
JC_071612_96,96,LCP,4,Hymenoptera,Apidae,Bombus,,bifarius,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Bombus bifarius ,Erigeron subtrinervis,Bombus bifarius  Erigeron subtrinervis,Bombus Erigeron,0.32876744,0.484149478,7/16/12
JC_071612_97,97,LCP,4,Hymenoptera,Apidae,Bombus,,bifarius,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Bombus bifarius ,Erigeron subtrinervis,Bombus bifarius  Erigeron subtrinervis,Bombus Erigeron,0.32876744,0.484149478,7/16/12
JC_071612_66,66,HLS,4,Hymenoptera,Halictidae,Agapostemen,,angelicus,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Agapostemen angelicus ,Erigeron subtrinervis,Agapostemen angelicus  Erigeron subtrinervis,Agapostemen Erigeron,0.264095135,0.484149478,7/16/12
JC_071612_103,103,LCP,4,Hymenoptera,Halictidae,Agapostemen,,angelicus,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Agapostemen angelicus ,Erigeron subtrinervis,Agapostemen angelicus  Erigeron subtrinervis,Agapostemen Erigeron,0.264095135,0.484149478,7/16/12
JC_071612_113,113,LCP,4,Hymenoptera,Halictidae,Agapostemen,,angelicus,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Agapostemen angelicus ,Erigeron subtrinervis,Agapostemen angelicus  Erigeron subtrinervis,Agapostemen Erigeron,0.264095135,0.484149478,7/16/12
JC_071612_47,47,LCP,4,Hymenoptera,Halictidae,Sphecodes,,sp.,b,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Sphecodes sp. b,Erigeron subtrinervis,Sphecodes sp. b Erigeron subtrinervis,Sphecodes Erigeron,0.343477323,0.484149478,7/16/12
JC_071612_58,58,LCP,4,Lepidoptera,Hesperiidae,Garisma,,garita,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Garisma garita ,Erigeron subtrinervis,Garisma garita  Erigeron subtrinervis,Garisma Erigeron,0.197265412,0.484149478,7/16/12
JC_071612_139,139,LCP,4,Lepidoptera,Hesperiidae,Garisma,,garita,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Garisma garita ,Erigeron subtrinervis,Garisma garita  Erigeron subtrinervis,Garisma Erigeron,0.197265412,0.484149478,7/16/12
JC_071612_142,142,LCP,4,Lepidoptera,Hesperiidae,Garisma,,garita,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Garisma garita ,Erigeron subtrinervis,Garisma garita  Erigeron subtrinervis,Garisma Erigeron,0.197265412,0.484149478,7/16/12
JC_071612_143,143,LCP,4,Lepidoptera,Hesperiidae,Polites,,draco,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Polites draco ,Erigeron subtrinervis,Polites draco  Erigeron subtrinervis,Polites Erigeron,0,0.484149478,7/16/12
JC_071612_99,99,LCP,4,Hymenoptera,Megachilidae,Coelioxys,,sodalis,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Coelioxys sodalis ,Erigeron subtrinervis,Coelioxys sodalis  Erigeron subtrinervis,Coelioxys Erigeron,0,0.484149478,7/16/12
JC_071612_26,26,HLS,4,Hymenoptera,Megachilidae,Megachile,,relativa,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Megachile relativa ,Erigeron subtrinervis,Megachile relativa  Erigeron subtrinervis,Megachile Erigeron,0.291933637,0.484149478,7/16/12
JC_071612_24,24,HLS,4,Hymenoptera,Halictidae,Lasioglossum,Dialictus,aquilae,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Lasioglossum aquilae ,Erigeron subtrinervis,Lasioglossum aquilae  Erigeron subtrinervis,Lasioglossum Erigeron,0.274620298,0.484149478,7/16/12
JC_071612_32,32,LCP,4,Hymenoptera,Halictidae,Lasioglossum,Dialictus,aquilae,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Lasioglossum aquilae ,Erigeron subtrinervis,Lasioglossum aquilae  Erigeron subtrinervis,Lasioglossum Erigeron,0.274620298,0.484149478,7/16/12
JC_071612_35,35,LCP,4,Hymenoptera,Halictidae,Lasioglossum,Dialictus,laevissimum,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Lasioglossum laevissimum ,Erigeron subtrinervis,Lasioglossum laevissimum  Erigeron subtrinervis,Lasioglossum Erigeron,0.175869591,0.484149478,7/16/12
JC_071612_36,36,LCP,4,Hymenoptera,Halictidae,Lasioglossum,Dialictus,aquilae,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Lasioglossum aquilae ,Erigeron subtrinervis,Lasioglossum aquilae  Erigeron subtrinervis,Lasioglossum Erigeron,0.274620298,0.484149478,7/16/12
JC_071612_54,54,HLS,4,Hymenoptera,Halictidae,Lasioglossum,Dialictus,aquilae,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Lasioglossum aquilae ,Erigeron subtrinervis,Lasioglossum aquilae  Erigeron subtrinervis,Lasioglossum Erigeron,0.274620298,0.484149478,7/16/12
JC_071612_100,100,LCP,4,Hymenoptera,Apidae,Melissodes,Eumelissodes,tristis,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Melissodes tristis ,Erigeron subtrinervis,Melissodes tristis  Erigeron subtrinervis,Melissodes Erigeron,0.402574453,0.484149478,7/16/12
JC_071612_106,106,LCP,4,Hymenoptera,Halictidae,Lasioglossum,Dialictus,aquilae,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Lasioglossum aquilae ,Erigeron subtrinervis,Lasioglossum aquilae  Erigeron subtrinervis,Lasioglossum Erigeron,0.274620298,0.484149478,7/16/12
JC_071612_116,116,LCP,4,Hymenoptera,Halictidae,Lasioglossum,Dialictus,ruidosense,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Lasioglossum ruidosense ,Erigeron subtrinervis,Lasioglossum ruidosense  Erigeron subtrinervis,Lasioglossum Erigeron,0.232788579,0.484149478,7/16/12
JC_071612_117,117,LCP,4,Hymenoptera,Halictidae,Lasioglossum,Dialictus,aquilae,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Lasioglossum aquilae ,Erigeron subtrinervis,Lasioglossum aquilae  Erigeron subtrinervis,Lasioglossum Erigeron,0.274620298,0.484149478,7/16/12
JC_071612_121,121,LCP,4,Hymenoptera,Halictidae,Lasioglossum,Dialictus,aquilae,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Lasioglossum aquilae ,Erigeron subtrinervis,Lasioglossum aquilae  Erigeron subtrinervis,Lasioglossum Erigeron,0.274620298,0.484149478,7/16/12
JC_071612_127,127,LCP,4,Hymenoptera,Halictidae,Lasioglossum,Dialictus,laevissimum,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Lasioglossum laevissimum ,Erigeron subtrinervis,Lasioglossum laevissimum  Erigeron subtrinervis,Lasioglossum Erigeron,0.175869591,0.484149478,7/16/12
JC_071612_128,128,LCP,4,Hymenoptera,Halictidae,Lasioglossum,Dialictus,laevissimum,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Lasioglossum laevissimum ,Erigeron subtrinervis,Lasioglossum laevissimum  Erigeron subtrinervis,Lasioglossum Erigeron,0.175869591,0.484149478,7/16/12
JC_071612_4,4,HLS,4,Lepidoptera,Pieridae,Colias,,eurytheme,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Colias eurytheme ,Erigeron subtrinervis,Colias eurytheme  Erigeron subtrinervis,Colias Erigeron,0.243977094,0.484149478,7/16/12
JC_071612_5,5,HLS,4,Lepidoptera,Pieridae,Colias,,eurytheme,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Colias eurytheme ,Erigeron subtrinervis,Colias eurytheme  Erigeron subtrinervis,Colias Erigeron,0.243977094,0.484149478,7/16/12
JC_071612_8,8,HLS,4,Lepidoptera,Pieridae,Colias,,eurytheme,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Colias eurytheme ,Erigeron subtrinervis,Colias eurytheme  Erigeron subtrinervis,Colias Erigeron,0.243977094,0.484149478,7/16/12
JC_071612_9,9,HLS,4,Lepidoptera,Pieridae,Colias,,eurytheme,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Colias eurytheme ,Erigeron subtrinervis,Colias eurytheme  Erigeron subtrinervis,Colias Erigeron,0.243977094,0.484149478,7/16/12
JC_071612_10,10,HLS,4,Lepidoptera,Pieridae,Colias,,eurytheme,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Colias eurytheme ,Erigeron subtrinervis,Colias eurytheme  Erigeron subtrinervis,Colias Erigeron,0.243977094,0.484149478,7/16/12
JC_071612_12,12,HLS,4,Lepidoptera,Pieridae,Colias,,eurytheme,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Colias eurytheme ,Erigeron subtrinervis,Colias eurytheme  Erigeron subtrinervis,Colias Erigeron,0.243977094,0.484149478,7/16/12
JC_071612_7,7,HLS,4,Lepidoptera,Pieridae,Nathalis,,iole,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Nathalis iole ,Erigeron subtrinervis,Nathalis iole  Erigeron subtrinervis,Nathalis Erigeron,0.151702192,0.484149478,7/16/12
JC_071612_13,13,HLS,4,Lepidoptera,Pieridae,Pontia,,protodice,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Pontia protodice ,Erigeron subtrinervis,Pontia protodice  Erigeron subtrinervis,Pontia Erigeron,0.173298056,0.484149478,7/16/12
JC_071612_43,43,LCP,4,Diptera,Syrphidae,Arctophila,,flagrans,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Arctophila flagrans ,Erigeron subtrinervis,Arctophila flagrans  Erigeron subtrinervis,Arctophila Erigeron,0.210519986,0.484149478,7/16/12
JC_071612_15,15,HLS,4,Diptera,Syrphidae,Eristalis,,stipator,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Eristalis stipator ,Erigeron subtrinervis,Eristalis stipator  Erigeron subtrinervis,Eristalis Erigeron,0.184495494,0.484149478,7/16/12
JC_071612_45,45,LCP,4,Diptera,Syrphidae,Eristalis,,stipator,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Eristalis stipator ,Erigeron subtrinervis,Eristalis stipator  Erigeron subtrinervis,Eristalis Erigeron,0.184495494,0.484149478,7/16/12
JC_071612_50,50,HLS,4,Diptera,Syrphidae,Eristalis,,stipator,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Eristalis stipator ,Erigeron subtrinervis,Eristalis stipator  Erigeron subtrinervis,Eristalis Erigeron,0.184495494,0.484149478,7/16/12
JC_071612_53,53,HLS,4,Diptera,Syrphidae,Eristalis,,stipator,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Eristalis stipator ,Erigeron subtrinervis,Eristalis stipator  Erigeron subtrinervis,Eristalis Erigeron,0.184495494,0.484149478,7/16/12
JC_071612_88,88,LCP,4,Diptera,Syrphidae,Eristalis,,stipator,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Eristalis stipator ,Erigeron subtrinervis,Eristalis stipator  Erigeron subtrinervis,Eristalis Erigeron,0.184495494,0.484149478,7/16/12
JC_071612_114,114,LCP,4,Diptera,Syrphidae,Eristalis,,stipator,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Eristalis stipator ,Erigeron subtrinervis,Eristalis stipator  Erigeron subtrinervis,Eristalis Erigeron,0.184495494,0.484149478,7/16/12
JC_071612_20,20,HLS,4,Diptera,Syrphidae,Lapposyrphus,,lapponicus,,Erigeron,subtrinervis,Asteraceae,7/16/12,6,5,9:40,13:55,66.2,78,3,5,clear,clear,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Lapposyrphus lapponicus ,Erigeron subtrinervis,Lapposyrphus lapponicus  Erigeron subtrinervis,Lapposyrphus Erigeron,0.023914299,0.484149478,7/16/12
JC_071712_95,95,LCP,5,Hymenoptera,Andrenidae,Andrena,,apacheorum,,Erigeron,subtrinervis,Asteraceae,7/17/12,7,6,9:30,14:30,65.5,77.5,1.6,2.1,clear,bright overcast,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Andrena apacheorum ,Erigeron subtrinervis,Andrena apacheorum  Erigeron subtrinervis,Andrena Erigeron,0.554606418,0.484149478,7/17/12
JC_071712_15,15,HLS,5,Hymenoptera,Andrenidae,Pseudopanurgus,,atricornis,,Erigeron,subtrinervis,Asteraceae,7/17/12,7,6,9:30,14:30,65.5,77.5,1.6,2.1,clear,bright overcast,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Pseudopanurgus atricornis ,Erigeron subtrinervis,Pseudopanurgus atricornis  Erigeron subtrinervis,Pseudopanurgus Erigeron,0.509291663,0.484149478,7/17/12
JC_071712_86,86,LCP,5,Hymenoptera,Andrenidae,Pseudopanurgus,,atricornis,,Erigeron,subtrinervis,Asteraceae,7/17/12,7,6,9:30,14:30,65.5,77.5,1.6,2.1,clear,bright overcast,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Pseudopanurgus atricornis ,Erigeron subtrinervis,Pseudopanurgus atricornis  Erigeron subtrinervis,Pseudopanurgus Erigeron,0.509291663,0.484149478,7/17/12
JC_071712_103,103,LCP,5,Hymenoptera,Andrenidae,Pseudopanurgus,,atricornis,,Erigeron,subtrinervis,Asteraceae,7/17/12,7,6,9:30,14:30,65.5,77.5,1.6,2.1,clear,bright overcast,JC,USA,New Mexico,Santa Fe,Jack's creek meadow,Santa Fe,Sangre de Cristo Mts.,35.855092,105.640575,Pseudopanurgus atricornis ,Erigeron subtrinervis,Pseudopanurgus atricornis  Erigeron subtrinervis,Pseudopanurgus Erigeron,0.509291663,0.484149478,7/17/12
