UniqueID,TempID,Collector,SampleRound,Order,Family,Genus,SubGenus,Species,SubSpecies,PlantGenus,PlantSpecies,PlantFamily,Date,Dos,SampleRound.1,StartTime,EndTime,TempStart,TempEnd,WindStart,WindEnd,SkyStart,SkyEnd,Site,Country,State,County,Meadow,Forest,MtRange,Lat,Long,GenSp,PlantGenSp,Int,IntGen,PolSpec,PlantSpec,DateStart
PL_081312_287,287,LCP,5,Lepidoptera,Nymphalidae,Euptoierta,,claudia,,Hymenoxys,hoopesii,Asteraceae,8/13/12,34,5,9:15,14:00,72.8,75,0.7,1.2,clear,clear,PL,USA,Arizona,Graham,Hospital Flat,Coronado,Pinaleno Mts.,32.668392,109.877642,Euptoierta claudia ,Hymenoxys hoopesii,Euptoierta claudia  Hymenoxys hoopesii,Euptoierta Hymenoxys,0.3217921,0.364195068,8/13/12
PL_081312_288,288,LCP,5,Lepidoptera,Nymphalidae,Euptoierta,,claudia,,Hymenoxys,hoopesii,Asteraceae,8/13/12,34,5,9:15,14:00,72.8,75,0.7,1.2,clear,clear,PL,USA,Arizona,Graham,Hospital Flat,Coronado,Pinaleno Mts.,32.668392,109.877642,Euptoierta claudia ,Hymenoxys hoopesii,Euptoierta claudia  Hymenoxys hoopesii,Euptoierta Hymenoxys,0.3217921,0.364195068,8/13/12
PL_081312_243,243,HLS,5,Lepidoptera,Nymphalidae,Phyciodes,,tharos,,Hymenoxys,hoopesii,Asteraceae,8/13/12,34,5,9:15,14:00,72.8,75,0.7,1.2,clear,clear,PL,USA,Arizona,Graham,Hospital Flat,Coronado,Pinaleno Mts.,32.668392,109.877642,Phyciodes tharos ,Hymenoxys hoopesii,Phyciodes tharos  Hymenoxys hoopesii,Phyciodes Hymenoxys,0.417094302,0.364195068,8/13/12
PL_081312_239,239,HLS,5,Lepidoptera,Nymphalidae,Vanessa,,cardui,,Hymenoxys,hoopesii,Asteraceae,8/13/12,34,5,9:15,14:00,72.8,75,0.7,1.2,clear,clear,PL,USA,Arizona,Graham,Hospital Flat,Coronado,Pinaleno Mts.,32.668392,109.877642,Vanessa cardui ,Hymenoxys hoopesii,Vanessa cardui  Hymenoxys hoopesii,Vanessa Hymenoxys,0.478192072,0.364195068,8/13/12
PL_081312_41,41,LCP,5,Diptera,Syrphidae,Copestylum,,avidum,,Hymenoxys,hoopesii,Asteraceae,8/13/12,34,5,9:15,14:00,72.8,75,0.7,1.2,clear,clear,PL,USA,Arizona,Graham,Hospital Flat,Coronado,Pinaleno Mts.,32.668392,109.877642,Copestylum avidum ,Hymenoxys hoopesii,Copestylum avidum  Hymenoxys hoopesii,Copestylum Hymenoxys,0.289739026,0.364195068,8/13/12
PL_081312_197,197,HLS,5,Diptera,Syrphidae,Copestylum,,avidum,,Hymenoxys,hoopesii,Asteraceae,8/13/12,34,5,9:15,14:00,72.8,75,0.7,1.2,clear,clear,PL,USA,Arizona,Graham,Hospital Flat,Coronado,Pinaleno Mts.,32.668392,109.877642,Copestylum avidum ,Hymenoxys hoopesii,Copestylum avidum  Hymenoxys hoopesii,Copestylum Hymenoxys,0.289739026,0.364195068,8/13/12
PL_081312_200,200,HLS,5,Diptera,Syrphidae,Copestylum,,avidum,,Hymenoxys,hoopesii,Asteraceae,8/13/12,34,5,9:15,14:00,72.8,75,0.7,1.2,clear,clear,PL,USA,Arizona,Graham,Hospital Flat,Coronado,Pinaleno Mts.,32.668392,109.877642,Copestylum avidum ,Hymenoxys hoopesii,Copestylum avidum  Hymenoxys hoopesii,Copestylum Hymenoxys,0.289739026,0.364195068,8/13/12
PL_081312_202,202,HLS,5,Diptera,Syrphidae,Copestylum,,avidum,,Hymenoxys,hoopesii,Asteraceae,8/13/12,34,5,9:15,14:00,72.8,75,0.7,1.2,clear,clear,PL,USA,Arizona,Graham,Hospital Flat,Coronado,Pinaleno Mts.,32.668392,109.877642,Copestylum avidum ,Hymenoxys hoopesii,Copestylum avidum  Hymenoxys hoopesii,Copestylum Hymenoxys,0.289739026,0.364195068,8/13/12
PL_081312_61,61,LCP,5,Diptera,Syrphidae,Copestylum,,violaceum,,Hymenoxys,hoopesii,Asteraceae,8/13/12,34,5,9:15,14:00,72.8,75,0.7,1.2,clear,clear,PL,USA,Arizona,Graham,Hospital Flat,Coronado,Pinaleno Mts.,32.668392,109.877642,Copestylum violaceum ,Hymenoxys hoopesii,Copestylum violaceum  Hymenoxys hoopesii,Copestylum Hymenoxys,0.516190596,0.364195068,8/13/12
PL_081312_42,42,LCP,5,Diptera,Syrphidae,Eristalis,,stipator,,Hymenoxys,hoopesii,Asteraceae,8/13/12,34,5,9:15,14:00,72.8,75,0.7,1.2,clear,clear,PL,USA,Arizona,Graham,Hospital Flat,Coronado,Pinaleno Mts.,32.668392,109.877642,Eristalis stipator ,Hymenoxys hoopesii,Eristalis stipator  Hymenoxys hoopesii,Eristalis Hymenoxys,0.184495494,0.364195068,8/13/12
PL_081312_201,201,HLS,5,Diptera,Syrphidae,Eristalis,,stipator,,Hymenoxys,hoopesii,Asteraceae,8/13/12,34,5,9:15,14:00,72.8,75,0.7,1.2,clear,clear,PL,USA,Arizona,Graham,Hospital Flat,Coronado,Pinaleno Mts.,32.668392,109.877642,Eristalis stipator ,Hymenoxys hoopesii,Eristalis stipator  Hymenoxys hoopesii,Eristalis Hymenoxys,0.184495494,0.364195068,8/13/12
CH_081912_16,16,LCP,2,Hymenoptera,Apidae,Melissodes,Eumelissodes,confusa,,Hymenoxys,hoopesii,Asteraceae,8/19/12,40,2,8:32,9:00,68.3,65,1.2,1.2,clear,partly cloudy,CH,USA,Arizona,Cochise,Barefoot,Coronado,Chiricahua Mts.,31.917411,109.278936,Melissodes confusa ,Hymenoxys hoopesii,Melissodes confusa  Hymenoxys hoopesii,Melissodes Hymenoxys,0.459107234,0.364195068,8/19/12
CH_082012_128,128,HLS,3,Hymenoptera,Halictidae,Dieunomia,,nevadensis,arizonensis,Hymenoxys,hoopesii,Asteraceae,8/20/12,41,3,8:40,13:40,66,78,1,0.6,clear,clear,CH,USA,Arizona,Cochise,Barefoot,Coronado,Chiricahua Mts.,31.917411,109.278936,Dieunomia nevadensis arizonensis,Hymenoxys hoopesii,Dieunomia nevadensis arizonensis Hymenoxys hoopesii,Dieunomia Hymenoxys,0.2549316,0.364195068,8/20/12
CH_082012_72,72,LCP,3,Hymenoptera,Apidae,Melissodes,Eumelissodes,confusa,,Hymenoxys,hoopesii,Asteraceae,8/20/12,41,3,8:40,13:40,66,78,1,0.6,clear,clear,CH,USA,Arizona,Cochise,Barefoot,Coronado,Chiricahua Mts.,31.917411,109.278936,Melissodes confusa ,Hymenoxys hoopesii,Melissodes confusa  Hymenoxys hoopesii,Melissodes Hymenoxys,0.459107234,0.364195068,8/20/12
CH_082012_133,133,HLS,3,Hymenoptera,Apidae,Melissodes,Eumelissodes,confusa,,Hymenoxys,hoopesii,Asteraceae,8/20/12,41,3,8:40,13:40,66,78,1,0.6,clear,clear,CH,USA,Arizona,Cochise,Barefoot,Coronado,Chiricahua Mts.,31.917411,109.278936,Melissodes confusa ,Hymenoxys hoopesii,Melissodes confusa  Hymenoxys hoopesii,Melissodes Hymenoxys,0.459107234,0.364195068,8/20/12
CH_082112_49,49,LCP,4,Hymenoptera,Apidae,Melissodes,Eumelissodes,confusa,,Hymenoxys,hoopesii,Asteraceae,8/21/12,42,4,8:30,12:50,71.7,82.8,2.9,0,clear,bright overcast,CH,USA,Arizona,Cochise,Barefoot,Coronado,Chiricahua Mts.,31.917411,109.278936,Melissodes confusa ,Hymenoxys hoopesii,Melissodes confusa  Hymenoxys hoopesii,Melissodes Hymenoxys,0.459107234,0.364195068,8/21/12
CH_082112_155,155,HLS,4,Hymenoptera,Apidae,Melissodes,Eumelissodes,confusa,,Hymenoxys,hoopesii,Asteraceae,8/21/12,42,4,8:30,12:50,71.7,82.8,2.9,0,clear,bright overcast,CH,USA,Arizona,Cochise,Barefoot,Coronado,Chiricahua Mts.,31.917411,109.278936,Melissodes confusa ,Hymenoxys hoopesii,Melissodes confusa  Hymenoxys hoopesii,Melissodes Hymenoxys,0.459107234,0.364195068,8/21/12
SC_072012_124,124,LCP,1,Hymenoptera,Apidae,Bombus,,flavifrons,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus flavifrons ,Hymenoxys richardsonii,Bombus flavifrons  Hymenoxys richardsonii,Bombus Hymenoxys,0.423948962,0.38002525,7/20/12
SC_072012_125,125,LCP,1,Hymenoptera,Apidae,Bombus,,flavifrons,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus flavifrons ,Hymenoxys richardsonii,Bombus flavifrons  Hymenoxys richardsonii,Bombus Hymenoxys,0.423948962,0.38002525,7/20/12
SC_072012_275,275,HLS,1,Hymenoptera,Apidae,Bombus,,flavifrons,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus flavifrons ,Hymenoxys richardsonii,Bombus flavifrons  Hymenoxys richardsonii,Bombus Hymenoxys,0.423948962,0.38002525,7/20/12
SC_072012_101,101,LCP,1,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/20/12
SC_072012_102,102,LCP,1,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/20/12
SC_072012_103,103,LCP,1,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/20/12
SC_072012_115,115,LCP,1,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/20/12
SC_072012_116,116,LCP,1,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/20/12
SC_072012_117,117,LCP,1,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/20/12
SC_072012_126,126,LCP,1,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/20/12
SC_072012_205,205,HLS,1,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/20/12
SC_072012_207,207,HLS,1,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/20/12
SC_072012_208,208,HLS,1,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/20/12
SC_072012_211,211,HLS,1,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/20/12
SC_072012_213,213,HLS,1,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/20/12
SC_072012_276,276,HLS,1,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/20/12
SC_072012_317,317,LCP,1,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/20/12
SC_072012_105,105,LCP,1,Hymenoptera,Halictidae,Agapostemen,,angelicus,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Agapostemen angelicus ,Hymenoxys richardsonii,Agapostemen angelicus  Hymenoxys richardsonii,Agapostemen Hymenoxys,0.264095135,0.38002525,7/20/12
SC_072012_123,123,LCP,1,Hymenoptera,Halictidae,Agapostemen,,angelicus,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Agapostemen angelicus ,Hymenoxys richardsonii,Agapostemen angelicus  Hymenoxys richardsonii,Agapostemen Hymenoxys,0.264095135,0.38002525,7/20/12
SC_072012_180,180,LCP,1,Hymenoptera,Halictidae,Agapostemen,,angelicus,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Agapostemen angelicus ,Hymenoxys richardsonii,Agapostemen angelicus  Hymenoxys richardsonii,Agapostemen Hymenoxys,0.264095135,0.38002525,7/20/12
SC_072012_209,209,HLS,1,Hymenoptera,Halictidae,Agapostemen,,angelicus,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Agapostemen angelicus ,Hymenoxys richardsonii,Agapostemen angelicus  Hymenoxys richardsonii,Agapostemen Hymenoxys,0.264095135,0.38002525,7/20/12
SC_072012_210,210,HLS,1,Hymenoptera,Halictidae,Agapostemen,,angelicus,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Agapostemen angelicus ,Hymenoxys richardsonii,Agapostemen angelicus  Hymenoxys richardsonii,Agapostemen Hymenoxys,0.264095135,0.38002525,7/20/12
SC_072012_128,128,LCP,1,Hymenoptera,Halictidae,Sphecodes,,sp.,b,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Sphecodes sp. b,Hymenoxys richardsonii,Sphecodes sp. b Hymenoxys richardsonii,Sphecodes Hymenoxys,0.343477323,0.38002525,7/20/12
SC_072012_328,328,LCP,1,Lepidoptera,Lycaenidae,Plebejus,,acmon,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Plebejus acmon ,Hymenoxys richardsonii,Plebejus acmon  Hymenoxys richardsonii,Plebejus Hymenoxys,0.121778284,0.38002525,7/20/12
SC_072012_114,114,LCP,1,Hymenoptera,Vespidae,Ancistrocerus,,bustamente,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Ancistrocerus bustamente ,Hymenoxys richardsonii,Ancistrocerus bustamente  Hymenoxys richardsonii,Ancistrocerus Hymenoxys,0.508870142,0.38002525,7/20/12
SC_072012_121,121,LCP,1,Hymenoptera,Vespidae,Ancistrocerus,,bustamente,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Ancistrocerus bustamente ,Hymenoxys richardsonii,Ancistrocerus bustamente  Hymenoxys richardsonii,Ancistrocerus Hymenoxys,0.508870142,0.38002525,7/20/12
SC_072012_204,204,HLS,1,Diptera,Syrphidae,Copestylum,,avidum,,Hymenoxys,richardsonii,Asteraceae,7/20/12,10,1,9:30,14:30,68.3,76.9,0.7,4.9,clear,clear,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Copestylum avidum ,Hymenoxys richardsonii,Copestylum avidum  Hymenoxys richardsonii,Copestylum Hymenoxys,0.289739026,0.38002525,7/20/12
SC_072112_147,147,LCP,2,Hymenoptera,Andrenidae,Pseudopanurgus,,atricornis,,Hymenoxys,richardsonii,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Pseudopanurgus atricornis ,Hymenoxys richardsonii,Pseudopanurgus atricornis  Hymenoxys richardsonii,Pseudopanurgus Hymenoxys,0.509291663,0.38002525,7/21/12
SC_072112_148,148,LCP,2,Hymenoptera,Andrenidae,Pseudopanurgus,,atricornis,,Hymenoxys,richardsonii,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Pseudopanurgus atricornis ,Hymenoxys richardsonii,Pseudopanurgus atricornis  Hymenoxys richardsonii,Pseudopanurgus Hymenoxys,0.509291663,0.38002525,7/21/12
SC_072112_39,39,HLS,2,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/21/12
SC_072112_40,40,HLS,2,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/21/12
SC_072112_41,41,HLS,2,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/21/12
SC_072112_143,143,LCP,2,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/21/12
SC_072112_144,144,LCP,2,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/21/12
SC_072112_145,145,LCP,2,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/21/12
SC_072112_146,146,LCP,2,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/21/12
SC_072112_149,149,LCP,2,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/21/12
SC_072112_38,38,HLS,2,Hymenoptera,Halictidae,Agapostemen,,angelicus,,Hymenoxys,richardsonii,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Agapostemen angelicus ,Hymenoxys richardsonii,Agapostemen angelicus  Hymenoxys richardsonii,Agapostemen Hymenoxys,0.264095135,0.38002525,7/21/12
SC_072112_151,151,LCP,2,Hymenoptera,Megachilidae,Megachile,,fidelis,,Hymenoxys,richardsonii,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Megachile fidelis ,Hymenoxys richardsonii,Megachile fidelis  Hymenoxys richardsonii,Megachile Hymenoxys,0.068079589,0.38002525,7/21/12
SC_072112_37,37,HLS,2,Hymenoptera,Apidae,Melissodes,Eumelissodes,confusa,,Hymenoxys,richardsonii,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Melissodes confusa ,Hymenoxys richardsonii,Melissodes confusa  Hymenoxys richardsonii,Melissodes Hymenoxys,0.459107234,0.38002525,7/21/12
SC_072112_150,150,LCP,2,Hymenoptera,Apidae,Bombus,,huntii,,Hymenoxys,richardsonii,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Hymenoxys richardsonii,Bombus huntii  Hymenoxys richardsonii,Bombus Hymenoxys,0.50242369,0.38002525,7/21/12
SC_072312_240,240,LCP,2,Hymenoptera,Andrenidae,Pseudopanurgus,,atricornis,,Hymenoxys,richardsonii,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Pseudopanurgus atricornis ,Hymenoxys richardsonii,Pseudopanurgus atricornis  Hymenoxys richardsonii,Pseudopanurgus Hymenoxys,0.509291663,0.38002525,7/21/12
