"GenusSpecies","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d","r.degree"
"Coelioxys sodalis",1,0.0099009900990099,0.00131578947368421,-0.998684210526316,0.719457013574661,1,1,1,0.00131578947368421,1.68325791855204,0,0,0.00438768432797563,0.000279618371694073,NA,0,1,0.0310056976270142,0.104726470993523,0,1
"Colletes compactus",2,0.0198019801980198,0.512522361359571,-0.243738819320215,0.46606334841629,0.990909090909091,0.99,0.704375698556213,0.250149075730471,1.92307692307692,0.000747292968382048,0.00588179745571789,0.00367902053617201,0.00338839207431895,NA,0.692012964831874,1.99773285450294,0.0619411008262702,0.0154333746727298,0.720694139277372,2
"Colletes eulophi",2,0.0198019801980198,0.00937753446877534,-0.495311232765612,0.542986425339366,0.99,0.99,0.703562363973514,0.00468876723438767,1.70588235294118,0.000477313894727603,0,0.00431229456289014,0.000539669108294016,NA,0.693147180559945,2,0.0620113952540283,0.076477883422902,0.17064771988327,3
"Colletes gilensis",4,0.0396039603960396,0.0162253886820268,-0.245943652829493,0.366515837104072,0.98,0.97,0.520149551144241,0.00385518244385067,1.56108597285068,0.000879038763048235,0,0.00479478905943729,0.0014237329370157,NA,1.32966134885476,3.77976314968462,0.117194193320852,0.233843185889486,0.109185629441383,5
"Colletes lutzi lutzi",1,0.0099009900990099,0.0024330900243309,-0.997566909975669,0.723981900452489,1,1,1,0.0024330900243309,1.76923076923077,0,0,0.00410120322065076,0.000279655080709934,NA,0,1,0.0310056976270142,0.0566349731293923,0.0926723516995614,1
"Colletes nigrifrons",6,0.0594059405940594,0.262646876659654,-0.122892187223391,0.266968325791855,0.985,0.95,0.492442890089805,0.0473976995483216,1.54298642533937,0.00189422234077332,0,0.00485510087150568,0.00331463785019052,NA,1.55711309805765,4.74510280626355,0.147125222820104,0.12468650957696,0.394154000696936,7
"Colletes phaceliae",2,0.0198019801980198,0.211111111111111,-0.394444444444444,0.547511312217195,0.99,0.99,0.703562363973514,0.105555555555556,1.95927601809955,8.89638098182936e-05,0,0.00349808509996683,0.000280062116089081,NA,0.693147180559945,2,0.0620113952540283,0.00261816177483809,0.660375923897569,3
"Colletes skinneri",4,0.0396039603960396,0.328480466561862,-0.167879883359535,0.357466063348416,0.992,0.97,0.613631167621514,0.122437729511373,1.75113122171946,0.00184301970887354,0,0.00416151503271916,0.00177350983021365,NA,1.14905969697062,3.15522464708129,0.0978299413527048,0.0897064902852418,0.517573212199825,6
"Colletes slevini",3,0.0297029702970297,0.0306318137603412,-0.323122728746553,0.393665158371041,0.9925,0.98,0.650274667242345,0.0117555402526326,1.55656108597285,0.00508584977267333,0,0.00480986701245439,0.00158772728652169,NA,0.955699891112534,2.60049000598966,0.0806300068077877,0.148546231225024,0.243988356793834,3.5
"Colletes sp. 1",1,0.0099009900990099,0.00531914893617021,-0.99468085106383,0.728506787330317,1,1,1,0.00531914893617021,1.82805429864253,0,0,0.00391524180010655,0.000279651328529205,NA,0,1,0.0310056976270142,0.0259060217720821,0.210584865554182,1
"Colletes sp. 2",1,0.0099009900990099,0.0909090909090909,-0.909090909090909,0.733031674208145,1,1,1,0.0909090909090909,2.01357466063348,0,0,0.00338751344450811,0.000279915758389103,NA,0,1,0.0310056976270142,0.0015157778696431,0.638507438333163,1
"Colletes sp. 3",1,0.0099009900990099,0.00694444444444444,-0.993055555555556,0.737556561085973,1,1,1,0.00694444444444444,1.85067873303167,0,0,0.00382980006634299,0.000279478796179684,NA,0,1,0.0310056976270142,0.0198429102935097,0.250780231710017,1
"Colletes wootoni",2,0.0198019801980198,0.00672759964039556,-0.496636200179802,0.552036199095023,0.99,0.99,0.703562363973514,0.00336379982019778,1.6606334841629,0.000701142090714026,0,0.00446307409306113,0.000539481449343252,NA,0.693147180559945,2,0.0620113952540283,0.123742593358137,0.109263700655175,3
"Copestylum anna",10,0.099009900990099,0.4894562520205,-0.05105437479795,0.16289592760181,0.990714285714286,0.91,0.587485710845891,0.0939094175303718,1.40723981900452,0.011006362230517,0,0.00530743946201864,0.0059134649784511,NA,1.40275423505316,4.06638433586133,0.126081083152943,0.208564910507862,0.401979412563561,20
"Copestylum apiciferum",1,0.0099009900990099,0.0116279069767442,-0.988372093023256,0.742081447963801,1,1,1,0.0116279069767442,1.95927601809955,0,0,0.00355839691203522,0.000279139193214322,NA,0,1,0.0310056976270142,0.0118506269808461,0.328488848974088,1
"Copestylum avidum",16,0.158415841584158,1.32936839564073,0.0205855247275455,0.0769230769230769,0.974666666666667,0.85,0.385338064348803,0.0964978295630296,1.27149321266968,0.0110404314882235,0,0.00575977805253159,0.00664088748489824,NA,2.13754560615749,8.47860224108821,0.262884977386906,0.433746467301577,0.251416225335217,22.25
"Copestylum comstocki",3,0.0297029702970297,0.0103743988229912,-0.329875200392336,0.443438914027149,0.98,0.98,0.571547606649408,0.00345813294099708,1.57466063348416,0.00133682728835091,0,0.004749555200386,0.000782395893604421,NA,1.09861228866811,3,0.0930170928810425,0.189747829681687,0.103581017747484,6
"Copestylum haagi",6,0.0594059405940594,0.144989390586148,-0.142501768235642,0.289592760180996,0.975,0.95,0.418939379960434,0.0321413415123069,1.61538461538462,0.00210376200431527,0,0.00461385362323211,0.00141859267536538,NA,1.74786809746676,5.74234749205346,0.178045490007853,0.150337605070966,0.317150172437974,18.5
"Copestylum lentum",22,0.217821782178218,1.29699641098637,0.0134998368630167,0.0542986425339367,0.966521739130435,0.79,0.342506204323367,0.070285183675005,1.22171945701357,0.0253329572603451,0.013328476803324,0.00592563553571967,0.00693643890774883,NA,2.37571393399585,10.758691440437,0.333580733664535,0.500832988838363,0.192681843925043,38
"Copestylum marginatum",2,0.0198019801980198,0.0427565392354125,-0.478621730382294,0.484162895927602,0.998,0.99,0.848200709999965,0.0118209255533199,1.75113122171946,0.000413267898391167,0,0.00416151503271916,0.00140864263127073,NA,0.450561208866305,1.5691925832142,0.0486539107536927,0.101694915254237,0.255165577569209,2
"Copestylum mexicana",5,0.0495049504950495,0.0264935020051333,-0.194701299598973,0.321266968325792,0.995,0.96,0.683333333333333,0.00878056178681276,1.44343891402715,0.00338140105066383,0,0.00518681583788185,0.00241266445109638,NA,1.09861228866811,3,0.0930170928810425,0.28617197188921,0.160280528656185,11
"Copestylum satur",2,0.0198019801980198,0.0052499914327816,-0.497375004283609,0.502262443438914,0.995,0.99,0.74236858171067,0.00268896428041077,1.62443438914027,0.000975304898091447,0,0.00458369771719791,0.000783639570594234,NA,0.636514168294813,1.88988157484231,0.058597096660426,0.154471544715447,0.103550652732628,2.5
"Copestylum victoria",1,0.0099009900990099,0.0024330900243309,-0.997566909975669,0.746606334841629,1,1,1,0.0024330900243309,1.76923076923077,0,0,0.00410120322065076,0.000279655080709934,NA,0,1,0.0310056976270142,0.0566349731293923,0.0926723516995614,1
"Copestylum violaceum",10,0.099009900990099,0.878582857908435,-0.0121417142091565,0.153846153846154,0.995019607843137,0.91,0.699170897621233,0.303567877953768,1.46153846153846,0.0111106829695084,0.0615834985902573,0.00512650402581346,0.00756979344044187,NA,0.999603916882706,2.71720537611512,0.0842488482823227,0.224194440897289,0.550706143709895,14
"Dasysyrphus sp. a",11,0.108910891089109,1.08567804493347,0.00778891317577035,0.149321266968326,0.983,0.9,0.446323189600047,0.0682104017652219,1.33031674208145,0.00979068848964156,0,0.00556376466330931,0.00366194163763863,NA,1.9421703301692,6.97387015868905,0.21622970943037,0.314807159371029,0.243125843128985,23.25
"Diadasia diminuta",4,0.0396039603960396,0.152188177799742,-0.211952955550065,0.3710407239819,0.985,0.97,0.522302594288024,0.0309639513494221,1.52488687782805,0.00229100485303503,0,0.00491541268357408,0.00100965487475419,NA,1.33217904021012,3.789291416276,0.117489623873694,0.229571448256855,0.198768614927816,8.5
"Dianthidium cressonii",1,0.0099009900990099,0.00408163265306122,-0.995918367346939,0.751131221719457,1,1,1,0.00408163265306122,1.87330316742081,0,0,0.00376446226993557,0.00027943438533732,NA,0,1,0.0310056976270142,0.0337605070965964,0.170662728485328,1
"Didea fuscipes",3,0.0297029702970297,0.0252557424417141,-0.324914752519429,0.398190045248869,0.995,0.98,0.703562363973514,0.00688666657830442,1.61085972850679,0.000435891630083977,0,0.00462893157624921,0.00140391977444746,NA,0.867563228481461,2.3811015779523,0.0738277155451953,0.130632492765606,0.201431045761313,4
"Dieunomia nevadensis arizonensis",2,0.0198019801980198,0.0159012043274138,-0.492049397836293,0.556561085972851,0.99,0.99,0.703562363973514,0.00795060216370688,1.74660633484163,0.00314929554527164,0,0.00417659298573626,0.000536973955240444,NA,0.693147180559945,2,0.0620113952540283,0.107344632768362,0.184915179025815,3
"Dufourea fimbriata",5,0.0495049504950495,0.0647572348153399,-0.187048553036932,0.30316742081448,0.991818181818182,0.96,0.603075451332584,0.0164499285086359,1.43891402714932,0.0029254585128487,0,0.00520189379089895,0.00333063539343587,NA,1.23483915799069,3.4378255294684,0.106592178861127,0.287171007303293,0.211784617195712,6
"Dufourea maura",5,0.0495049504950495,1.24004737552636,0.0480094751052729,0.298642533936652,0.997692307692308,0.96,0.816468672852792,0.135099467663085,1.61538461538462,0.000653720607075363,0,0.00461385362323211,0.00408964862852929,NA,0.731889068087279,2.07900428110492,0.064460978105207,0.0968418423591016,0.505328429766914,6
"Eristalis arbustorum",3,0.0297029702970297,0.0224721694859028,-0.325842610171366,0.402714932126697,0.993333333333333,0.98,0.659090282131363,0.0108774126205848,1.63348416289593,0.00127966233529498,0,0.00455354181116372,0.00122616563435697,NA,0.950270539233235,2.58640928985893,0.0801934243810665,0.116301501998071,0.25190396986899,4
"Eristalis hirta",2,0.0198019801980198,0.0305072056896874,-0.484746397155156,0.506787330316742,0.995,0.99,0.74236858171067,0.0117911285794497,1.73303167420814,0.000272755806344561,0,0.00422182684478755,0.000783562227144813,NA,0.636514168294813,1.88988157484231,0.058597096660426,0.0620090946672179,0.277582256879025,2.5
"Eristalis stipator",26,0.257425742574257,1.96646216241548,0.0371716216313648,0.0361990950226244,0.984508196721312,0.75,0.456511699899395,0.119147702762307,1.1447963800905,0.0460783475541736,0.0428656225127147,0.00618196073701034,0.00733114793604605,NA,2.04289640349228,7.71291659623722,0.239144359805311,0.494335439294226,0.241421795604352,32.75
"Eristalis tenax",5,0.0495049504950495,0.0593586652068398,-0.188128266958632,0.334841628959276,0.986666666666667,0.96,0.507896823846605,0.00960762886413501,1.55203619909502,0.00228663131765901,0,0.00482494496547149,0.00158777212065464,NA,1.47507631105469,4.37136934400712,0.135537356096284,0.155436130632493,0.210048921994943,11
"Eupeodes fumipennis",2,0.0198019801980198,0.0260300461103674,-0.486984976944816,0.51131221719457,0.995,0.99,0.74236858171067,0.0169071347116862,1.61085972850679,0.000585182859778111,0,0.00462893157624921,0.000782019144866666,NA,0.636514168294813,1.88988157484231,0.058597096660426,0.114096734187681,0.292509828232314,2.5
"Eupeodes snowi",1,0.0099009900990099,0.0133333333333333,-0.986666666666667,0.755656108597285,1,1,1,0.0133333333333333,1.89140271493213,0,0,0.0037242543952233,0.000279668412405266,NA,0,1,0.0310056976270142,0.010334849111203,0.34912093291424,1
"Eupeodes volucris",12,0.118811881188119,2.16278605091514,0.0968988375762614,0.135746606334842,0.981428571428571,0.89,0.395790348543266,0.111856408460607,1.38914027149321,0.00759750378251841,0,0.00536775127408703,0.00300333404555438,NA,2.17603428527264,8.81129380230141,0.273200311336941,0.311402783519361,0.241053895394796,32.25
"Halictus farinosus",3,0.0297029702970297,0.125409345742387,-0.291530218085871,0.411764705882353,0.99,0.98,0.607247890074556,0.0333931527621273,1.80542986425339,0.000369902152689427,0,0.00398057959651398,0.00100711699373589,NA,1.03972077083992,2.82842712474619,0.0876973561899255,0.0574617610582886,0.349065854613691,5
"Halictus ligatus",12,0.118811881188119,0.241014309805127,-0.0632488075162394,0.126696832579186,0.979333333333333,0.89,0.420841716649609,0.0245108038119657,1.21719457013575,0.0255922983217369,0,0.00594071348873677,0.00477646735309206,NA,2.00774089179148,7.44647593628463,0.230883181267278,0.420256903379645,0.174661426875103,18.25
"Halictus rubicundus",6,0.0594059405940594,0.122481894628083,-0.146253017561986,0.276018099547511,0.99,0.95,0.5464532103585,0.0269522088374411,1.48868778280543,0.00192710698742183,0,0.00503603630771087,0.00222367969301709,NA,1.47350238508065,4.36449454388689,0.13532419812251,0.195363097698774,0.305562493416819,14
"Halictus tripartitus",10,0.099009900990099,0.397443786972325,-0.0602556213027675,0.18552036199095,0.965,0.91,0.35659570079736,0.0355516370777194,1.36199095022624,0.00880384297545847,0,0.00545821899218962,0.00289823056720014,NA,2.13908589469571,8.49167179780056,0.263290208110448,0.274929952689357,0.264205300989695,28
"Hammerschmidtia rufa",2,0.0198019801980198,0.0269568151147099,-0.486521592442645,0.561085972850679,0.99,0.99,0.703562363973514,0.0134784075573549,1.66515837104072,0.000331326733341166,0,0.00444799614004403,0.00053999204914528,NA,0.693147180559945,2,0.0620113952540283,0.110100592531349,0.222840822187378,3
"Heriades cressoni",6,0.0594059405940594,0.0752674919604094,-0.154122084673265,0.285067873303167,0.98,0.95,0.449416631470149,0.0168859049979835,1.38914027149321,0.00499583090469236,0,0.00536775127408703,0.00168937351397166,NA,1.67698777432242,5.34941802342378,0.165862437714778,0.342979192503789,0.19761467885605,14
"Heriades crucifer",1,0.0099009900990099,0.0384615384615385,-0.961538461538462,0.760180995475113,1,1,1,0.0384615384615385,2.04072398190045,0,0,0.00338751344450811,0.000279084671986057,NA,0,1,0.0310056976270142,0.0035827476918837,0.50882856434645,1
"Heringia sp. a",1,0.0099009900990099,0.00909090909090909,-0.990909090909091,0.764705882352941,1,1,1,0.00909090909090909,1.85972850678733,0,0,0.00382980006634299,0.000279635971432926,NA,0,1,0.0310056976270142,0.015157778696431,0.291383277755914,1
"Heterosarus bakeri",24,0.237623762376238,2.16469314360045,0.048528880983352,0.0497737556561086,0.979583333333333,0.77,0.362737035954103,0.072434303546772,1.26696832579186,0.0202508656748632,0.0117096334668879,0.00577485600554869,0.00517568542305044,NA,2.55718705753632,12.8994807360274,0.39995739924676,0.375514618856428,0.257542145644218,73
"Heterosarus neomexicanus",15,0.148514851485149,1.18012413729225,0.0120082758194834,0.104072398190045,0.99,0.86,0.514142548865228,0.0876418509550875,1.38914027149321,0.00882276683763351,0,0.00536775127408703,0.00375863328154914,NA,1.97204411061381,7.18534913541245,0.222786762637126,0.21631041833848,0.405822811278688,87
"Hoplitis albifrons",1,0.0099009900990099,0.05,-0.95,0.647058823529412,1,1,1,0.05,1.99547511312217,0,0,0.00348803313128876,0.000540614564684655,NA,0,1,0.0310056976270142,0.00551191952597492,0.547792960060315,1
"Hoplitis fulgida",1,0.0099009900990099,0.00133868808567604,-0.998661311914324,0.769230769230769,1,1,1,0.00133868808567604,1.64253393665158,0,0,0.00452338590512952,0.000279781538459976,NA,0,1,0.0310056976270142,0.102935097147582,0.00260099802551275,1
"Hoplitis producta",1,0.0099009900990099,0.0454545454545455,-0.954545454545455,0.773755656108597,1,1,1,0.0454545454545455,2.03619909502262,0,0,0.00337243549149101,0.000276553377463018,NA,0,1,0.0310056976270142,0.00303155573928621,0.534012653779731,1
"Hylaeus annulatus",10,0.099009900990099,0.266612634279996,-0.0733387365720004,0.167420814479638,0.988666666666667,0.91,0.508213783756403,0.0482770776116463,1.33484162895928,0.00849118134536871,0,0.00554868671029221,0.00394302645603682,NA,1.75522439758261,5.78474567927077,0.179360075380646,0.290129357861375,0.318617557780858,16.25
"Hylaeus basalis",2,0.0198019801980198,0.0144100580270793,-0.49279497098646,0.565610859728507,0.99,0.99,0.703562363973514,0.00720502901353965,1.7420814479638,0.000232722690276673,0,0.00420172290743142,0.000540217164252274,NA,0.693147180559945,2,0.0620113952540283,0.0410638004685132,0.250008708721164,3
"Hylaeus personatellus",1,0.0099009900990099,0.024390243902439,-0.975609756097561,0.778280542986425,1,1,1,0.024390243902439,1.90950226244344,0,0,0.00363378667712071,0.000279263922541126,NA,0,1,0.0310056976270142,0.00564971751412429,0.440163757543623,1
"Hylaeus wootoni",6,0.0594059405940594,0.168594824383818,-0.138567529269364,0.262443438914027,0.991666666666667,0.95,0.590699263445208,0.0406610948252978,1.4027149321267,0.00662167055914381,0,0.00532251741503574,0.00338806480871942,NA,1.33377453936105,3.7953420531227,0.117677228090214,0.247622984704423,0.324366755008165,9
"Lapposyrphus lapponicus",8,0.0792079207920792,0.0753394612141642,-0.115582567348229,0.226244343891403,0.95,0.93,0.360940130461795,0.00835243864553436,1.30769230769231,0.00767399024573542,0,0.0056391544283948,0.00225978264530034,NA,2.0228085294147,7.55952629936924,0.234388386641704,0.422178586192642,0.103650622493532,10
"Lasioglossum aquilae",22,0.217821782178218,1.84542413410127,0.0384283697318759,0.0588235294117647,0.977222222222222,0.79,0.371058719609779,0.0752717564453584,1.27149321266968,0.015507894093271,0.00396616617426849,0.00575977805253159,0.0060459513969435,NA,2.37475886617261,10.748421065655,0.333262293529527,0.431858894860135,0.255618360859716,47
"Lasioglossum biclausum",1,0.0099009900990099,0.0252100840336134,-0.974789915966387,0.6289592760181,1,1,1,0.0252100840336134,1.92307692307692,0,0,0.00365891659881588,0.000786797254166381,NA,0,1,0.0310056976270142,0.0163979605897754,0.442759049495978,1
"Lasioglossum cinctipes",1,0.0099009900990099,0.00408163265306122,-0.995918367346939,0.782805429864253,1,1,1,0.00408163265306122,1.87330316742081,0,0,0.00376446226993557,0.00027943438533732,NA,0,1,0.0310056976270142,0.0337605070965964,0.170662728485328,1
"Lasioglossum comulum aff.",7,0.0693069306930693,0.255688447173109,-0.106330221832413,0.235294117647059,0.9925,0.94,0.592211352233546,0.0518769058905162,1.43438914027149,0.0113006210217535,0.000445181917519932,0.00521697174391605,0.00234973872846264,NA,1.45080502008392,4.26654778971566,0.13228729067913,0.178222012244336,0.402183404522549,22
"Lasioglossum cooleyi",1,0.0099009900990099,0.00408163265306122,-0.995918367346939,0.787330316742081,1,1,1,0.00408163265306122,1.87330316742081,0,0,0.00376446226993557,0.00027943438533732,NA,0,1,0.0310056976270142,0.0337605070965964,0.170662728485328,1
"Lasioglossum desertum",12,0.118811881188119,0.802278851209915,-0.0164767623991738,0.131221719457014,0.945,0.89,0.312368315449953,0.0592964326346195,1.35746606334842,0.0242411640336845,0.00316798647366457,0.00547329694520672,0.00333873176205107,NA,2.34461752997487,10.4292830764762,0.323367197535758,0.314608706712882,0.309992881536008,18.25
"Lasioglossum diatretum",1,0.0099009900990099,0.00816326530612245,-0.991836734693878,0.65158371040724,1,1,1,0.00816326530612245,1.87330316742081,0,0,0.00376446226993557,0.00054030075653242,NA,0,1,0.0310056976270142,0.0337605070965964,0.274213628579256,1
"Lasioglossum egregium",3,0.0297029702970297,0.0567750088541164,-0.314408330381961,0.416289592760181,0.99,0.98,0.607247890074556,0.0176659744357513,1.75565610859729,0.0012225311173016,0,0.00414643707970206,0.000992324531835949,NA,1.03972077083992,2.82842712474619,0.0876973561899255,0.0402370125396169,0.357052584488545,5
"Lasioglossum hairy T1",2,0.0198019801980198,0.0481319216258975,-0.475934039187051,0.515837104072398,0.995,0.99,0.74236858171067,0.0169364325990832,1.6289592760181,7.99581102578818e-05,0,0.00456861976418082,0.000781896815958673,NA,0.636514168294813,1.88988157484231,0.058597096660426,0.105966652886868,0.246169903249665,2.5
"Lasioglossum heterorhinum",2,0.0198019801980198,0.0398002265472145,-0.480099886726393,0.570135746606335,0.99,0.99,0.703562363973514,0.0199001132736073,1.60633484162896,0.00295541512371563,0,0.00464400952926631,0.000537192410295137,NA,0.693147180559945,2,0.0620113952540283,0.106517844839465,0.254745578546629,3
"Lasioglossum laevissimum",6,0.0594059405940594,0.0795244513514057,-0.153412591441432,0.271493212669683,0.991818181818182,0.95,0.586088730483704,0.0127670710100603,1.39366515837104,0.00477419553512404,0,0.00535267332106993,0.00330548300128373,NA,1.37346859410268,3.94902453046716,0.122442260513326,0.295990078544853,0.186202010712089,7
"Lasioglossum lusorium",10,0.099009900990099,0.11471881826423,-0.088528118173577,0.190045248868778,0.953333333333333,0.91,0.335139283135156,0.0134376408262674,1.38461538461538,0.00752928072154878,0,0.00538282922710413,0.0029424280814371,NA,2.20082764903455,9.032486135077,0.280058533924395,0.312525837122778,0.192457194414994,14.1666666666667
"Lasioglossum M2",7,0.0693069306930693,0.205711310748658,-0.113469812750192,0.239819004524887,0.9825,0.94,0.445732751713864,0.0206037952568574,1.42986425339367,0.00372889943658548,0,0.00523204969693314,0.00208284860467423,NA,1.76776147228933,5.8577259919198,0.181622880887367,0.302429002718378,0.16442889647129,19.5
"Lasioglossum manitouellum",4,0.0396039603960396,0.0433753477107664,-0.239156163072308,0.361990950226244,0.986666666666667,0.97,0.546976849116476,0.0130172796546603,1.53846153846154,0.0054745026803246,0,0.00487017882452278,0.0014042793622451,NA,1.27703425946614,3.58598882705695,0.111186085265579,0.169629323411878,0.252831504066608,6
"Lasioglossum mesillense",1,0.0099009900990099,0.05,-0.95,0.791855203619909,1,1,1,0.05,2.02262443438914,0,0,0.00342772131922037,0.000278961832518181,NA,0,1,0.0310056976270142,0.00275595976298746,0.548381054869318,1
"Lasioglossum microlepoides",1,0.0099009900990099,0.05,-0.95,0.796380090497738,1,1,1,0.05,2.02262443438914,0,0,0.00342772131922037,0.000278961832518181,NA,0,1,0.0310056976270142,0.00275595976298746,0.548381054869318,1
"Lasioglossum n. sp. (deludens MS)",4,0.0396039603960396,0.280965113318055,-0.179758721670486,0.34841628959276,0.997272727272727,0.97,0.793082336101829,0.086095347229801,1.85067873303167,0.00170450635614541,0.000404710834109029,0.00388005990973332,0.00248758508145012,NA,0.754996758130825,2.12760462592826,0.0659678657013683,0.0235634559735428,0.569757671911346,7
"Lasioglossum obnubilum",10,0.099009900990099,0.322091709897602,-0.0677908290102398,0.180995475113122,0.973333333333333,0.91,0.380028272110518,0.0389037242782392,1.43891402714932,0.0106097952314252,0,0.00520189379089895,0.00301786139157522,NA,2.0744897329905,7.96048345042886,0.246820342828848,0.223195159532489,0.333747055748284,16.25
"Lasioglossum occultum cf.",5,0.0495049504950495,0.0681521663113722,-0.186369566737726,0.307692307692308,0.985,0.96,0.527114788257738,0.0189045170769595,1.42986425339367,0.00361266391512297,0,0.00523204969693314,0.00331820741921769,NA,1.39232125475743,4.02418036760919,0.124772519674657,0.285476092049056,0.227531801763986,5.5
"Lasioglossum pacatum aff.",1,0.0099009900990099,0.00133868808567604,-0.998661311914324,0.800904977375566,1,1,1,0.00133868808567604,1.64253393665158,0,0,0.00452338590512952,0.000279781538459976,NA,0,1,0.0310056976270142,0.102935097147582,0.00260099802551275,1
"Lasioglossum pacatum/viridatulum",16,0.158415841584158,2.7763816121783,0.111023850761144,0.0950226244343891,0.956666666666667,0.85,0.330674618204966,0.169299765074155,1.38914027149321,0.00873863414198721,0.00296787945013288,0.00536775127408703,0.00479309093861796,NA,2.37271028077271,10.7264245457555,0.332580276084677,0.256519567314317,0.431927494129715,20.5
"Lasioglossum perdifficile",1,0.0099009900990099,0.0024330900243309,-0.997566909975669,0.805429864253394,1,1,1,0.0024330900243309,1.76923076923077,0,0,0.00410120322065076,0.000279655080709934,NA,0,1,0.0310056976270142,0.0566349731293923,0.0926723516995614,1
"Lasioglossum prasinogaster",1,0.0099009900990099,0.00131578947368421,-0.998684210526316,0.809954751131222,1,1,1,0.00131578947368421,1.68325791855204,0,0,0.00438768432797563,0.000279618371694073,NA,0,1,0.0310056976270142,0.104726470993523,0,1
"Lasioglossum ruficorne",2,0.0198019801980198,0.00539742212674544,-0.497301288936627,0.574660633484163,0.99,0.99,0.703562363973514,0.00269871106337272,1.6289592760181,0.000932894911754117,0,0.00456861976418082,0.000540008557429456,NA,0.693147180559945,2,0.0620113952540283,0.13848697809012,0.0841402895934569,3
"Lasioglossum ruidosense cf.",39,0.386138613861386,6.30135963248486,0.135932298268842,0,0.926,0.62,0.196479470718206,0.103308440927811,1.1447963800905,0.0502279605380088,0.019992715204986,0.00618196073701034,0.00569920486341353,NA,3.31348459009462,27.4807178622843,0.852058828611273,0.475002788768808,0.24112254811008,60.3333333333333
"Lasioglossum rupticristum",2,0.0198019801980198,0.101313320825516,-0.449343339587242,0.520361990950226,0.995,0.99,0.74236858171067,0.0594121325828643,1.88235294117647,0.00047289230178904,0,0.0037242543952233,0.000778826983889492,NA,0.636514168294813,1.88988157484231,0.058597096660426,0.00923246520600799,0.553690253846697,2.5
"Lasioglossum sedi",2,0.0198019801980198,0.00374887949801511,-0.498125560250992,0.579185520361991,0.99,0.99,0.703562363973514,0.00187443974900756,1.57466063348416,0.000946291934588218,0,0.004749555200386,0.000540196864711959,NA,0.693147180559945,2,0.0620113952540283,0.161361444122916,0.0450943219582119,3
"Lasioglossum semicaeruleum",28,0.277227722772277,3.14508216520455,0.076610077328734,0.0316742081447964,0.971627906976744,0.73,0.33011226072837,0.0849184216914222,1.16742081447964,0.0371444931614636,0.00298811499183833,0.00610657097192485,0.00661126844065597,NA,2.60537729276373,13.5363314993437,0.419703401447677,0.479223821514024,0.224170886227155,46
"Lasioglossum sisymbrii",24,0.237623762376238,2.55358621997289,0.064732759165537,0.0452488687782805,0.967874015748032,0.77,0.382745322645702,0.256029027404847,1.18099547511312,0.0256133126592391,0.211189355205706,0.00606133711287356,0.0077066784829745,NA,2.20838871491021,9.10104020207252,0.282184100596761,0.428082457285843,0.349516276913258,36.25
"Lasioglossum sp. 1",1,0.0099009900990099,0.00133868808567604,-0.998661311914324,0.81447963800905,1,1,1,0.00133868808567604,1.64253393665158,0,0,0.00452338590512952,0.000279781538459976,NA,0,1,0.0310056976270142,0.102935097147582,0.00260099802551275,1
"Lasioglossum sp. 2",7,0.0693069306930693,0.149566359889816,-0.121490520015741,0.244343891402715,0.9825,0.94,0.445732751713864,0.0252725211308033,1.53846153846154,0.00441671085068259,0,0.00487017882452278,0.00193053058600563,NA,1.76776147228933,5.8577259919198,0.181622880887367,0.160772670900823,0.320521207087599,19.5
"Lasioglossum sp. 3",1,0.0099009900990099,0.336134453781513,-0.663865546218487,0.619909502262443,1,1,1,0.336134453781513,1.92307692307692,0,0,0.00365891659881588,0.00486674352554524,NA,0,1,0.0310056976270142,0.0163979605897754,0.782231835138147,1
"Lasioglossum sp. 4",1,0.0099009900990099,0.00694444444444444,-0.993055555555556,0.819004524886878,1,1,1,0.00694444444444444,1.85067873303167,0,0,0.00382980006634299,0.000279478796179684,NA,0,1,0.0310056976270142,0.0198429102935097,0.250780231710017,1
"Lasioglossum sp. 5",1,0.0099009900990099,0.0133333333333333,-0.986666666666667,0.823529411764706,1,1,1,0.0133333333333333,1.89140271493213,0,0,0.0037242543952233,0.000279668412405266,NA,0,1,0.0310056976270142,0.010334849111203,0.34912093291424,1
"Lasioglossum sp. e",1,0.0099009900990099,0.00694444444444444,-0.993055555555556,0.828054298642534,1,1,1,0.00694444444444444,1.85067873303167,0,0,0.00382980006634299,0.000279478796179684,NA,0,1,0.0310056976270142,0.0198429102935097,0.250780231710017,1
"Lasioglossum sp. s",2,0.0198019801980198,0.0366958028191196,-0.48165209859044,0.479638009049774,0.994,0.99,0.725646263685,0.0219308606976927,1.61538461538462,0.000233059781296979,0,0.00461385362323211,0.00179153035154885,NA,0.661563238157982,1.93781924087838,0.0600834374384853,0.124018189334436,0.311121176512074,2
"Lasioglossum trizonatum",3,0.0297029702970297,0.272082494969819,-0.242639168343394,0.407239819004525,0.993333333333333,0.98,0.659090282131363,0.0561066398390342,1.75565610859729,7.67006063646358e-05,0,0.00414643707970206,0.00117421321182183,NA,0.950270539233235,2.58640928985893,0.0801934243810665,0.0999035414082954,0.36155618726399,4
