"GenusSpecies","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d","r.degree"
"Bombus huntii",40,0.43010752688172,5.84797196347625,0.121199299086906,0.00413223140495868,0.955990338164251,0.576086956521739,0.324993664970279,0.256843215176363,1.11157024793388,0.0320058959191389,0.22637387012699,0.00541366565579985,0.00760354743922504,NA,2.54144513398653,12.6980080408621,0.427275604082941,0.553792763170984,0.278757432718634,53.5
"Bombus mixtus",3,0.032258064516129,0.0159998163260573,-0.328000061224648,0.421487603305785,0.978260869565217,0.978260869565217,0.571040240720161,0.00533327210868578,1.5495867768595,0.000490614344931131,0,0.00415797952994693,0.00107953015560016,NA,1.09861228866811,3,0.100947078323145,0.180619644034278,0.18001003326932,3
"Bombus morrisoni",9,0.0967741935483871,0.116676224749735,-0.0981470861389184,0.202479338842975,0.959239130434783,0.91304347826087,0.370864730000804,0.0141794947906413,1.37603305785124,0.00584558624962875,0,0.00465551554207733,0.0026132671343168,NA,2.04134526983995,7.7009621056504,0.259129874947553,0.358394337855185,0.164124225920585,13
"Bombus nevadensis",10,0.10752688172043,0.563300771271418,-0.0436699228728582,0.161157024793388,0.992014196983141,0.902173913043478,0.620212671658968,0.193814227437702,1.29752066115702,0.00808537952522423,0,0.0048805913570887,0.00533141075877386,NA,1.33178314662761,3.78779155703394,0.127455496993217,0.124924801825806,0.573532745999872,12.6666666666667
"Bombus occidentalis",3,0.032258064516129,0.0666684905385076,-0.311110503153831,0.462809917355372,0.978260869565217,0.978260869565217,0.571040240720161,0.0222228301795025,1.57438016528926,0.000257708831917566,0,0.00408690295678544,0.000578493866014968,NA,1.09861228866811,3,0.100947078323145,0.157547791694133,0.255182786704164,6
"Bombus rufocinctus",14,0.150537634408602,1.33781960854824,0.0241299720391602,0.115702479338843,0.989405613648872,0.858695652173913,0.537542514816642,0.125479003407737,1.30578512396694,0.00801617897590711,0.0126102146065546,0.00485689916603487,0.00624437875667546,NA,1.72928774843912,5.63663777429636,0.18966737162703,0.28466391881026,0.399855943405069,22
"Bombus sonorus",17,0.182795698924731,3.37618401079297,0.139775530046645,0.0785123966942149,0.972589792060491,0.826086956521739,0.371228206772263,0.273433187331928,1.42148760330579,0.0109521481061993,0.000153052736649476,0.00452520849128127,0.0045499985666074,NA,2.25543821181337,9.53947270398219,0.32099396607013,0.107476814793888,0.620510615291896,33
"Brachymelecta californica",2,0.021505376344086,0.00919469536805689,-0.495402652315972,0.557851239669422,0.989130434782609,0.989130434782609,0.703253309548774,0.00459734768402844,1.64876033057851,0.00194644586347077,0,0.00387367323730099,0.000394296939024504,NA,0.693147180559945,2,0.0672980522154298,0.112628307750259,0.170697157354092,3
"Ceratina nanula",2,0.021505376344086,0.0193617908787542,-0.490319104560623,0.504132231404959,0.996376811594203,0.989130434782609,0.787987254366134,0.00645682703003337,1.53305785123967,0.00020208096310196,0,0.00420536391205459,0.000751520690955364,NA,0.562335144618808,1.75476535060332,0.0590461450953647,0.0932291176193615,0.221690920873529,2
"Chamaesyrphus willistoni",5,0.0537634408602151,0.250521627480271,-0.149895674503946,0.305785123966942,0.994565217391304,0.956521739130435,0.689815490278393,0.100271930935838,1.53305785123967,0.00105240926858094,0,0.00420536391205459,0.00238785015731889,NA,1.05066527659281,2.85955287899081,0.096221169481553,0.0969907189419384,0.551936026684829,8
"Cheilosia sp. a",6,0.0645161290322581,0.931144084575901,-0.0114759859040165,0.260330578512397,0.995471014492754,0.945652173913043,0.719819779193256,0.619158622608807,1.33057851239669,0.0135320440366469,0.00952919647313259,0.00478582259287339,0.00526325188379657,NA,1.0145279319615,2.75806109752103,0.0928060698771579,0.20812528043518,0.70449405808449,6
"Chrysogaster sp. a",3,0.032258064516129,0.01087869612725,-0.329707101290917,0.413223140495868,0.991847826086957,0.978260869565217,0.649892489914451,0.0037909030601366,1.40082644628099,0.00145536695699461,0,0.00458443896891584,0.00123170919809641,NA,0.955699891112534,2.60049000598966,0.0875039561043977,0.243431584895,0.128910366262762,3.5
"Chrysotoxum sp. a",17,0.182795698924731,2.08828591554031,0.0640168185611949,0.0743801652892562,0.984413453650533,0.826086956521739,0.461759032874399,0.359269575962293,1.41322314049587,0.0082807163415275,0.00320745300282815,0.0045489006823351,0.00542933335377352,NA,2.01033938862154,7.46585074218421,0.251218606540059,0.215838802906301,0.600494578066673,21.1666666666667
"Coelioxys moesta",1,0.010752688172043,0.00107758620689655,-0.998922413793103,0.735537190082645,1,1,1,0.00107758620689655,1.55371900826446,0,0,0.00414613343442002,0.000203829521613135,NA,0,1,0.0336490261077149,0.0873905264149167,0.0535497889224344,1
"Coelioxys rufitarsis",1,0.010752688172043,0.00202839756592292,-0.997971602434077,0.739669421487603,1,1,1,0.00202839756592292,1.85537190082645,0,0,0.00328136846095527,0.000203354564423645,NA,0,1,0.0336490261077149,0.0464262171579245,0.141161135195228,1
"Coelioxys sodalis",5,0.0537634408602151,0.0172220388474103,-0.196555592230518,0.334710743801653,0.972826086956522,0.956521739130435,0.464822909480965,0.00408640590075193,1.35123966942149,0.00376130596326145,0,0.00472659211523882,0.00123030450627933,NA,1.5498260458782,4.71065067421325,0.158508807520926,0.285337602410773,0.126778018497215,7.25
"Colletes bryanti",4,0.043010752688172,0.0124010514934676,-0.246899737126633,0.367768595041322,0.986413043478261,0.967391304347826,0.571040240720161,0.0030723713105418,1.35123966942149,0.00335509193498879,0,0.00472659211523882,0.00150515366232884,NA,1.21488965394912,3.36992218619932,0.113394599624389,0.280158206987475,0.100245034702845,5
"Colletes compactus",6,0.0645161290322581,0.417195683365359,-0.0971340527724401,0.268595041322314,0.974308300395257,0.945652173913043,0.489334268337637,0.103944457192651,1.43801652892562,0.00528590705812501,0,0.00447782410917362,0.00380145352908965,NA,1.5035198773701,4.49749186190502,0.151336221080477,0.0862604765043789,0.529561855852622,7
"Colletes eulophi",6,0.0645161290322581,0.0278474375362619,-0.16202542707729,0.293388429752066,0.945652173913043,0.945652173913043,0.39699961669021,0.00464123958937698,1.55371900826446,0.00206187024580978,0,0.00414613343442002,0.00107216477335131,NA,1.79175946922805,6,0.201894156646289,0.138148601563236,0.183901694795811,21
"Colletes gilensis",7,0.0752688172043011,0.0824526725965143,-0.131078189629069,0.223140495867769,0.996376811594203,0.934782608695652,0.762520046065789,0.0471535422243913,1.46280991735537,0.00281585324520273,0,0.00440674753601213,0.00434458745506864,NA,0.899783243661909,2.45907003436939,0.082745311787195,0.28278714254324,0.33889768308399,17
"Colletes lutzi lutzi",1,0.010752688172043,0.00236406619385343,-0.997635933806147,0.743801652892562,1,1,1,0.00236406619385343,1.79752066115702,0,0,0.00344721379833207,0.000203419707239864,NA,0,1,0.0336490261077149,0.0398342593464545,0.162372296932222,1
"Colletes nigrifrons",6,0.0645161290322581,0.151776114208149,-0.141370647631975,0.276859504132231,0.980978260869565,0.945652173913043,0.472282399365326,0.022049734192161,1.5,0.00160833744429934,0,0.0043001326762699,0.00284763218636599,NA,1.60646563568842,4.9851606804785,0.167745801888575,0.183008158617915,0.309231231531775,6.5
"Colletes phaceliae",2,0.021505376344086,0.162337662337662,-0.418831168831169,0.56198347107438,0.989130434782609,0.989130434782609,0.703253309548774,0.0811688311688312,1.95454545454545,8.64787018976849e-05,0,0.00301285696234521,0.000203725509196667,NA,0.693147180559945,2,0.0672980522154298,0.00235427064695357,0.645277983037239,3
"Colletes skinneri",9,0.0967741935483871,0.41656996255429,-0.06482555971619,0.194214876033058,0.983091787439614,0.91304347826087,0.489345678328546,0.0615518587660321,1.47520661157025,0.00410279309356301,0,0.00437120924943139,0.00416775506720891,NA,1.65316095630495,5.22346490347115,0.175764506909633,0.175868111711166,0.407412994754621,19
"Colletes slevini",5,0.0537634408602151,0.0325014372086281,-0.193499712558274,0.326446280991736,0.986413043478261,0.956521739130435,0.525516385871693,0.00923843265786875,1.32644628099174,0.00714582857080392,0,0.0047976686884003,0.00150118747732838,NA,1.42706104338072,4.16643620529281,0.140196520648026,0.29004614370468,0.190191742410834,9.5
"Colletes sp. 1",1,0.010752688172043,0.00366300366300366,-0.996336996336996,0.747933884297521,1,1,1,0.00366300366300366,1.77685950413223,0,0,0.00350644427596664,0.000203473802270789,NA,0,1,0.0336490261077149,0.025708635464733,0.223026326789551,1
"Colletes sp. 2",1,0.010752688172043,0.0555555555555556,-0.944444444444444,0.752066115702479,1,1,1,0.0555555555555556,1.97520661157025,0,0,0.00295362648471064,0.000203370616783261,NA,0,1,0.0336490261077149,0.00169507486580657,0.599651652834048,1
"Colletes sp. 3",1,0.010752688172043,0.0048780487804878,-0.995121951219512,0.756198347107438,1,1,1,0.0048780487804878,1.83471074380165,0,0,0.00334059893858984,0.000203443989276237,NA,0,1,0.0336490261077149,0.0193050193050193,0.262704445795208,1
"Colletes sp. 4",1,0.010752688172043,0.0142857142857143,-0.985714285714286,0.760330578512397,1,1,1,0.0142857142857143,1.93801652892562,0,0,0.00304444655041698,0.000203296155448393,NA,0,1,0.0336490261077149,0.00659195781147001,0.411536580562597,1
"Colletes wootoni",3,0.032258064516129,0.0163143116318233,-0.327895229456059,0.425619834710744,0.994565217391304,0.978260869565217,0.703253309548774,0.0100450592646445,1.4504132231405,0.00194506116163422,0,0.00444228582259287,0.00107958040980866,NA,0.867563228481461,2.3811015779523,0.080121749161638,0.25557962143328,0.221656795525189,4
"Copestylum anna",13,0.139784946236559,0.471408642442265,-0.0406608736582873,0.132231404958678,0.987060041407868,0.869565217391304,0.518957712873094,0.0749895617721979,1.2603305785124,0.0103037058567262,0,0.00498720621683093,0.00538679439343399,NA,1.73711214117556,5.68091403348927,0.191157224628564,0.229342810466883,0.37451393779244,17
"Copestylum apiciferum",2,0.021505376344086,0.0122938689217759,-0.493853065539112,0.566115702479339,0.989130434782609,0.989130434782609,0.703253309548774,0.00614693446088795,1.68595041322314,0.00131157126048758,0,0.00376705837755876,0.000395608678341062,NA,0.693147180559945,2,0.0672980522154298,0.10952067049628,0.19312392185403,3
"Copestylum avidum",19,0.204301075268817,2.82204378629426,0.0958970413839084,0.0619834710743802,0.957971014492754,0.804347826086957,0.354033826240542,0.131227851687865,1.17768595041322,0.0171828837845135,0.0686474796206954,0.00522412812736922,0.00726360882926891,NA,2.26691682274802,9.64960346452965,0.324699758907054,0.478784688941722,0.268545452063268,19.6666666666667
"Copestylum comstocki",3,0.032258064516129,0.00766211962902258,-0.330779293456992,0.466942148760331,0.978260869565217,0.978260869565217,0.571040240720161,0.00255403987634086,1.47933884297521,0.00115447047479401,0,0.00435936315390447,0.000579687945168844,NA,1.09861228866811,3,0.100947078323145,0.161879649684528,0.11902334435962,6
"Copestylum haagii",8,0.0860215053763441,0.263670697702128,-0.0920411627872339,0.21900826446281,0.978260869565217,0.923913043478261,0.414304900676588,0.058942255111541,1.59090909090909,0.00166565600353686,0,0.00403951857467779,0.0016383518152487,NA,1.90728399932138,6.73477228985624,0.226618528610887,0.134852622657501,0.420388759579966,26
"Copestylum lentum",21,0.225806451612903,0.999266276847923,-3.4939197717952e-05,0.0454545454545455,0.970158102766798,0.782608695652174,0.363789107538861,0.0610210793565143,1.17355371900826,0.0223826076848866,0.0123573448677425,0.00523597422289613,0.00652771535416952,NA,2.27356838008109,9.71400229403462,0.326866716802373,0.422939921755929,0.21681599710383,31.6666666666667
"Copestylum marginatum group",9,0.0967741935483871,0.297672737777186,-0.0780363624692015,0.198347107438017,0.990612648221344,0.91304347826087,0.561839438187249,0.0173602864154319,1.2603305785124,0.0074857855855452,0,0.00498720621683093,0.00400536514690226,NA,1.58372015218757,4.87305062257651,0.163973407623293,0.412468217346266,0.177545646460976,13.5
"Copestylum mexicanum",5,0.0537634408602151,0.0162293923095654,-0.196754121538087,0.31404958677686,0.994565217391304,0.956521739130435,0.682997443074553,0.00569353463044828,1.40495867768595,0.0031702535054179,0,0.00457259287338893,0.00189287091504068,NA,1.09861228866811,3,0.100947078323145,0.296536083121449,0.144610354572112,11
"Copestylum satur",2,0.021505376344086,0.0042245313101325,-0.497887734344934,0.512396694214876,0.994565217391304,0.989130434782609,0.742108238521282,0.00202833214213719,1.6198347107438,0.000750912147768429,0,0.00395659590598939,0.000579837397247606,NA,0.636514168294813,1.88988157484231,0.0635926744523582,0.141067897165458,0.11465548001474,2.5
"Copestylum victoria",1,0.010752688172043,0.00236406619385343,-0.997635933806147,0.764462809917355,1,1,1,0.00236406619385343,1.79752066115702,0,0,0.00344721379833207,0.000203419707239864,NA,0,1,0.0336490261077149,0.0398342593464545,0.162372296932222,1
"Copestylum violaceum",11,0.118279569892473,0.68167787397169,-0.0289383750934827,0.148760330578512,0.99458620110794,0.891304347826087,0.698482138877856,0.216211007731754,1.28512396694215,0.0117683718265047,0.0571884877724172,0.00491612964366945,0.00721029652666561,NA,1.0105014275187,2.74697808014153,0.0924331371360028,0.202591299586522,0.502233642119735,17.25
"Dasysyrphus sp. a",15,0.161290322580645,0.743761226596604,-0.0170825848935597,0.111570247933884,0.972826086956522,0.847826086956522,0.359104344443459,0.0361619010791478,1.17768595041322,0.012905284256592,0,0.00522412812736922,0.00386615487858749,NA,2.31607483104637,10.1358113508026,0.341060180766031,0.514062843331136,0.148838175691124,21.125
"Diadasia diminuta",3,0.032258064516129,0.204162991178829,-0.26527900294039,0.429752066115702,0.992753623188406,0.978260869565217,0.658720762902052,0.0421257016840417,1.43388429752066,0.00187557486426307,0,0.00448967020470053,0.00089602046431014,NA,0.950270539233235,2.58640928985893,0.0870301537196995,0.189095018363311,0.23568883886862,4
"Dianthidium cressonii",1,0.010752688172043,0.00409836065573771,-0.995901639344262,0.768595041322314,1,1,1,0.00409836065573771,1.88429752066116,0,0,0.00319844579226687,0.000203337468471106,NA,0,1,0.0336490261077149,0.0229776815142669,0.238581609069131,1
"Didea fuscipes",10,0.10752688172043,0.057417538113246,-0.0942582461886754,0.177685950413223,0.989130434782609,0.902173913043478,0.521702897292586,0.00647864642699773,1.29338842975207,0.00709466364774394,0,0.00489243745261562,0.00263029645320847,NA,1.77512500900097,5.90101877067384,0.19856353467652,0.345790564083247,0.138069865242901,42
"Dieunomia nevadensis arizonensis",2,0.021505376344086,0.0154229861813279,-0.492288506909336,0.570247933884298,0.989130434782609,0.989130434782609,0.703253309548774,0.00771149309066397,1.71487603305785,0.00349722147856517,0,0.00368413570887036,0.000395300682241134,NA,0.693147180559945,2,0.0672980522154298,0.107731424804596,0.210253157111496,3
"Dufourea fimbriata",5,0.0537634408602151,0.0383330762640906,-0.192333384747182,0.297520661157025,0.989130434782609,0.956521739130435,0.568596686482842,0.00916895624885834,1.35537190082645,0.00266407991991055,0,0.0047147460197119,0.00289039392403168,NA,1.31348932653664,3.71912835083179,0.125145046975082,0.310763725397872,0.177228025095041,5.5
"Dufourea maura",9,0.0967741935483871,1.49229290841358,0.0546992120459538,0.18595041322314,0.980676328502415,0.91304347826087,0.544873978249937,0.111358867910301,1.33884297520661,0.00352115274450697,0,0.00476213040181956,0.0059703263406226,NA,1.35728596978859,3.8856332520937,0.130747774744706,0.239453809209907,0.407431010428042,13
"Dufourea tinsleyi",3,0.032258064516129,0.150519511283385,-0.283160162905538,0.40495867768595,0.997529644268775,0.978260869565217,0.826948162555192,0.0790653915851394,1.54545454545455,0.000936454200876738,0,0.00416982562547384,0.00322404806983947,NA,0.57183273939831,1.77151079568662,0.0596096130141577,0.0671717013180428,0.531323871077028,3
"Eristalis arbustorum",3,0.032258064516129,0.0174514378386021,-0.327516187387133,0.433884297520661,0.992753623188406,0.978260869565217,0.658720762902052,0.00788589196332482,1.63223140495868,0.00104309976708443,0,0.00392105761940864,0.000919770981664578,NA,0.950270539233235,2.58640928985893,0.0870301537196995,0.0885205763254544,0.256895623905271,4
"Eristalis bellardii",3,0.032258064516129,0.0437907645014702,-0.318736411832843,0.400826446280992,0.998835403726708,0.978260869565217,0.905027255833128,0.0246359111329556,1.41735537190083,0.0024976095286297,0,0.00453705458680819,0.00354739373449621,NA,0.379534925581095,1.46160467639585,0.0491815739152023,0.14479220144051,0.326927481132169,3.5
"Eristalis hirta",2,0.021505376344086,0.0130614657210402,-0.49346926713948,0.516528925619835,0.994565217391304,0.989130434782609,0.742108238521282,0.00592986603624901,1.72727272727273,0.000215864016432322,0,0.00364859742228961,0.000579571301721053,NA,0.636514168294813,1.88988157484231,0.0635926744523582,0.0511347584518316,0.263246986207218,2.5
"Eristalis spp.",1,0.010752688172043,0.00833333333333333,-0.991666666666667,0.772727272727273,1,1,1,0.00833333333333333,1.86363636363636,0,0,0.00328136846095527,0.000203440795296473,NA,0,1,0.0336490261077149,0.0113004991053772,0.336879624201513,1
"Eristalis stipator",29,0.311827956989247,2.53075581065808,0.0527846831261407,0.0371900826446281,0.972750603864734,0.695652173913043,0.371140679971219,0.103606179078548,1.10743801652893,0.0318920801640577,0.0377064271058615,0.00542551175132676,0.00729258534222373,NA,2.33299788953482,10.3087998982787,0.346881076916388,0.552063133613484,0.197456407426012,37
"Eristalis tenax",8,0.0860215053763441,0.0705845564503115,-0.116176930443711,0.210743801652893,0.979347826086956,0.923913043478261,0.451979853688649,0.00919570781214681,1.31818181818182,0.00485299543382585,0,0.00482136087945413,0.00331158102401505,NA,1.76897574373934,5.86484318157937,0.197346261334618,0.366246578189387,0.153646921266494,8.66666666666667
"Eupeodes fumipennis",2,0.021505376344086,0.00288723683546221,-0.498556381582269,0.520661157024793,0.994565217391304,0.989130434782609,0.742108238521282,0.0016808030830851,1.41735537190083,0.00106731499287092,0,0.00453705458680819,0.000580755507141793,NA,0.636514168294813,1.88988157484231,0.0635926744523582,0.21602787456446,0.0729024302472835,2.5
"Eupeodes snowi",1,0.010752688172043,0.00107758620689655,-0.998922413793103,0.776859504132231,1,1,1,0.00107758620689655,1.55371900826446,0,0,0.00414613343442002,0.000203829521613135,NA,0,1,0.0336490261077149,0.0873905264149167,0.0535497889224344,1
"Eupeodes spp.",2,0.021505376344086,0.00792630902598565,-0.496036845487007,0.574380165289256,0.989130434782609,0.989130434782609,0.703253309548774,0.00396315451299283,1.59090909090909,0.000161036059044544,0,0.00403951857467779,0.000396390611432752,NA,0.693147180559945,2,0.0672980522154298,0.141727092946605,0.144059340489191,3
"Eupeodes volucris",11,0.118279569892473,0.105689538089581,-0.0813009510827654,0.15702479338843,0.987771739130435,0.891304347826087,0.497964866808189,0.0100817600150957,1.2396694214876,0.00921560106585415,0,0.0050464366944655,0.00362787228280281,NA,1.84925702826059,6.35509611132665,0.213842794967068,0.471510555441689,0.135978129956228,17.25
"Halictus confusus",4,0.043010752688172,0.121092278366737,-0.219726930408316,0.37603305785124,0.993478260869565,0.967391304347826,0.656799718000257,0.0178305003130835,1.38429752066116,0.00270542997421322,0,0.0046318233510235,0.00123232229245454,NA,1.07354284640852,2.92572655996732,0.0984478494003752,0.215180337131557,0.215067131059497,7
"Halictus farinosus",5,0.0537634408602151,0.0993414285312333,-0.180131714293753,0.330578512396694,0.967391304347826,0.956521739130435,0.458539150099436,0.0148651190375702,1.62396694214876,0.001704647641372,0,0.00394474981046247,0.00136644818865728,NA,1.55958115625988,4.75682846001088,0.160062645040827,0.107731424804596,0.273072070574253,5.66666666666667
"Halictus ligatus",11,0.118279569892473,0.117026055823141,-0.0802703585615326,0.152892561983471,0.980978260869565,0.891304347826087,0.484506631790167,0.0157866316152358,1.1900826446281,0.0140433743286498,0,0.00518858984078848,0.00450684984526332,NA,1.77117478125495,5.87775438266367,0.197780710676985,0.399036033182375,0.165288509262345,15
"Halictus rubicundus",7,0.0752688172043011,0.0509203124614603,-0.135582812505506,0.239669421487603,0.981884057971014,0.934782608695652,0.449845233047603,0.011141691873361,1.32644628099174,0.00377568577341123,0,0.0047976686884003,0.00232878456289299,NA,1.75410533099929,5.7782757844848,0.194433352729706,0.34761983237593,0.185243601622409,7.5
"Halictus tripartitus",10,0.10752688172043,0.473971633006502,-0.0526028366993498,0.173553719008264,0.97360248447205,0.902173913043478,0.39699961669021,0.0301205857951175,1.33057851239669,0.00536413115519345,0,0.00478582259287339,0.00268608769776595,NA,2.02234607227287,7.55603115068375,0.254253089460064,0.305301817496939,0.237977652536536,16.25
"Hammerschmidtia rufa",2,0.021505376344086,0.00941091954022989,-0.495294540229885,0.578512396694215,0.989130434782609,0.989130434782609,0.703253309548774,0.00470545977011494,1.53719008264463,0.000396032086397998,0,0.00419351781652767,0.000396477634379725,NA,0.693147180559945,2,0.0672980522154298,0.0986910255202938,0.181637023258575,3
"Helophilus latifrons",2,0.021505376344086,0.00839489967071125,-0.495802550164644,0.524793388429752,0.994565217391304,0.989130434782609,0.742108238521282,0.00535257830658447,1.57851239669421,0.000207196099423984,0,0.00407505686125853,0.000580356232228645,NA,0.636514168294813,1.88988157484231,0.0635926744523582,0.153215933703739,0.193524920672355,2.5
"Heriades cressoni",4,0.043010752688172,0.0137144063999589,-0.24657139840001,0.371900826446281,0.994565217391304,0.967391304347826,0.689815490278393,0.00511577695631727,1.32644628099174,0.00382828873261604,0,0.0047976686884003,0.00150838489037838,NA,1.00271826451752,2.72568088924821,0.0917165074036125,0.316591853177219,0.143427549848069,7
"Heriades crucifera",2,0.021505376344086,0.0192594043887147,-0.490370297805643,0.582644628099174,0.989130434782609,0.989130434782609,0.703253309548774,0.00962970219435737,1.53719008264463,0.000959538217451279,0,0.00419351781652767,0.000395521637691298,NA,0.693147180559945,2,0.0672980522154298,0.0925699218382145,0.236578857921092,3
"Heringia sp. a",1,0.010752688172043,0.00343642611683849,-0.996563573883162,0.78099173553719,1,1,1,0.00343642611683849,1.81818181818182,0,0,0.0033879833206975,0.00020340583190183,NA,0,1,0.0336490261077149,0.0274037103305396,0.214182194125963,1
"Hoplitis albifrons",4,0.043010752688172,0.0732790912921436,-0.231680227176964,0.388429752066116,0.989130434782609,0.967391304347826,0.571040240720161,0.0230827470994152,1.73553719008264,0.00120392632942745,0,0.00362490523123578,0.00107650503015698,NA,1.242453324894,3.46410161513775,0.116563645687548,0.0507580751483191,0.390166155738463,7
"Hoplitis fulgida",2,0.021505376344086,0.00416849053850759,-0.497915754730746,0.586776859504132,0.989130434782609,0.989130434782609,0.703253309548774,0.0020842452692538,1.57438016528926,0.000257708831917566,0,0.00408690295678544,0.000396469055871424,NA,0.693147180559945,2,0.0672980522154298,0.156041058480083,0.0920266638511466,3
"Hoplitis producta",1,0.010752688172043,0.0384615384615385,-0.961538461538462,0.785123966942149,1,1,1,0.0384615384615385,1.97107438016529,0,0,0.0029733699772555,0.000203298586552845,NA,0,1,0.0336490261077149,0.00244844147283172,0.548717717594419,1
"Hylaeus annulatus",16,0.172043010752688,0.451693365269616,-0.034269164670649,0.0950413223140496,0.983695652173913,0.83695652173913,0.429924159135882,0.0431705569733772,1.20661157024793,0.0111769466342122,0,0.00514120545868082,0.00423048816851751,NA,2.18868076946849,8.92343328061914,0.300264839430005,0.343610509464168,0.283942266592893,32
"Hylaeus basalis",2,0.021505376344086,0.00709942977984215,-0.496450285110079,0.590909090909091,0.989130434782609,0.989130434782609,0.703253309548774,0.00354971488992108,1.69421487603306,0.000202176733728419,0,0.00374336618650493,0.000396356063980825,NA,0.693147180559945,2,0.0672980522154298,0.0531123457952726,0.205421186695554,3
"Hylaeus mesillae",3,0.032258064516129,0.0637351911144005,-0.312088269628533,0.417355371900826,0.991847826086957,0.978260869565217,0.649892489914451,0.0155936234162547,1.55371900826446,0.000384330165988576,0,0.00414613343442002,0.00122126600213855,NA,0.955699891112534,2.60049000598966,0.0875039561043977,0.156323570957717,0.28383378488638,3.5
"Hylaeus personatellus",1,0.010752688172043,0.012987012987013,-0.987012987012987,0.789256198347107,1,1,1,0.012987012987013,1.8801652892562,0,0,0.00321029188779378,0.000203445859816389,NA,0,1,0.0336490261077149,0.00725115359261701,0.398335070117268,1
"Hylaeus sp. a",1,0.010752688172043,0.00107758620689655,-0.998922413793103,0.793388429752066,1,1,1,0.00107758620689655,1.55371900826446,0,0,0.00414613343442002,0.000203829521613135,NA,0,1,0.0336490261077149,0.0873905264149167,0.0535497889224344,1
"Hylaeus sp. b",1,0.010752688172043,0.00313479623824451,-0.996865203761755,0.797520661157025,1,1,1,0.00313479623824451,1.90909090909091,0,0,0.00312736921910538,0.000203325221172412,NA,0,1,0.0336490261077149,0.0300404934551276,0.201457486293815,1
"Hylaeus sp. c",4,0.043010752688172,0.0556894891457636,-0.236077627713559,0.359504132231405,0.992753623188406,0.967391304347826,0.643191769361139,0.00953430826786675,1.4504132231405,0.00193045766137467,0,0.00444228582259287,0.00163971231144906,NA,1.08889997534522,2.97100409661001,0.099971394412958,0.142951313683021,0.230717708879792,6
"Hylaeus wootoni",6,0.0645161290322581,0.110244466830522,-0.14829258886158,0.28099173553719,0.990942028985507,0.945652173913043,0.590224595947607,0.0277765623345354,1.32644628099174,0.00509826014613798,0,0.0047976686884003,0.00280114620178817,NA,1.33377453936105,3.7953420531227,0.127709563833234,0.262736604200019,0.303930475848935,9
"Lapposyrphus aberrantis",1,0.010752688172043,0.00220264317180617,-0.997797356828194,0.801652892561983,1,1,1,0.00220264317180617,1.80578512396694,0,0,0.00343141900429618,0.000203418316366085,NA,0,1,0.0336490261077149,0.0427535549486769,0.152576102245291,1
"Lapposyrphus lapponicus",14,0.150537634408602,0.207629095328814,-0.0565979217622276,0.119834710743802,0.969899665551839,0.858695652173913,0.357275929068412,0.0148880934667563,1.19834710743802,0.0115504205243027,0,0.00516489764973465,0.00433193634737089,NA,2.26044893656004,9.58739233170125,0.322606414874321,0.480177041152651,0.143363327103166,23
"Lasioglossum aff. perparvum",4,0.043010752688172,0.18920889933821,-0.202697775165448,0.355371900826446,0.99703557312253,0.967391304347826,0.792880924046014,0.0784499863163656,1.47107438016529,0.00425361854791969,0.0186857428048578,0.0043830553449583,0.00196504782286455,NA,0.754996758130825,2.12760462592826,0.0715918236047551,0.0867784160467087,0.545141043575736,7
"Lasioglossum aquilae",21,0.225806451612903,1.26179881561174,0.0124666102672258,0.0495867768595041,0.98810223266745,0.782608695652174,0.500462619083163,0.059112015175283,1.20247933884298,0.014075794061014,0.00339377807353186,0.00515305155420773,0.00628432128595485,NA,2.00206189924061,7.4043073059126,0.249147729846197,0.415230156536215,0.251443961692934,61.5
"Lasioglossum biclausum",1,0.010752688172043,0.0247933884297521,-0.975206611570248,0.652892561983471,1,1,1,0.0247933884297521,1.90909090909091,0,0,0.0031668562041951,0.000580574836161666,NA,0,1,0.0336490261077149,0.0113946699312553,0.472654078906385,1
"Lasioglossum cinctipes",1,0.010752688172043,0.00409836065573771,-0.995901639344262,0.805785123966942,1,1,1,0.00409836065573771,1.88429752066116,0,0,0.00319844579226687,0.000203337468471106,NA,0,1,0.0336490261077149,0.0229776815142669,0.238581609069131,1
"Lasioglossum comulum aff.",7,0.0752688172043011,0.15223525124759,-0.121109249821773,0.247933884297521,0.991847826086957,0.934782608695652,0.591739198890107,0.0439317977573544,1.28925619834711,0.00872049531166647,0,0.00490428354814253,0.00187675477741899,NA,1.45080502008392,4.26654778971566,0.143565177965956,0.22563329880403,0.373327499089276,22
"Lasioglossum cooleyi",1,0.010752688172043,0.00409836065573771,-0.995901639344262,0.809917355371901,1,1,1,0.00409836065573771,1.88429752066116,0,0,0.00319844579226687,0.000203337468471106,NA,0,1,0.0336490261077149,0.0229776815142669,0.238581609069131,1
