"GenusSpecies","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d","r.degree"
"Anthophora urbana",15,0.161290322580645,0.628335037149578,-0.0247776641900281,0.103305785123967,0.979539641943734,0.847826086956522,0.402703052027421,0.0359117071798274,1.43801652892562,0.00981852207257697,0,0.00447782410917362,0.00407628448644344,NA,2.18925796216852,8.92858530788108,0.30043820012985,0.252714137731559,0.291954725891646,21.125
"Apis mellifera",38,0.408602150537634,5.70468078890989,0.123807389181839,0.012396694214876,0.9375,0.597826086956522,0.295136138728827,0.275671514203237,1.07851239669421,0.0546723892677657,0.135564797870571,0.00550843442001516,0.0074246469487935,NA,2.65093622523003,14.1672962185313,0.476715720333088,0.547200715780343,0.305780717763618,98.5
"Asemosyrphus crandialli",1,0.010752688172043,0.00313479623824451,-0.996865203761755,0.723140495867769,1,1,1,0.00313479623824451,1.90909090909091,0,0,0.00312736921910538,0.000203358231555372,NA,0,1,0.0336490261077149,0.0300404934551276,0.201457486293815,1
"Asemosyrphus polygrammus",7,0.0752688172043011,0.0587472375252621,-0.134464680353534,0.235537190082645,0.981366459627329,0.934782608695652,0.458634558440413,0.0130007141134854,1.31818181818182,0.00453795218444882,0,0.00482136087945413,0.0026114552130294,NA,1.716784685944,5.56660128760491,0.187310712057857,0.329315378095866,0.200238440434813,7.66666666666667
"Ashmeadiella opuntiae",1,0.010752688172043,0.00323275862068966,-0.99676724137931,0.644628099173554,1,1,1,0.00323275862068966,1.55371900826446,0,0,0.00414613343442002,0.000583930915065509,NA,0,1,0.0336490261077149,0.0873905264149167,0.182072788070612,1
"Blera confusa",1,0.010752688172043,0.000732064421669107,-0.999267935578331,0.727272727272727,1,1,1,0.000732064421669107,1.60743801652893,0,0,0.00399213419257013,0.000203545250457947,NA,0,1,0.0336490261077149,0.128637348149543,0,1
"Bombus appositus",1,0.010752688172043,0.272727272727273,-0.727272727272727,0.648760330578512,1,1,1,0.272727272727273,2.03305785123967,0,0,0.00288254991154915,0.000577164346644524,NA,0,1,0.0336490261077149,0.00103587908465957,0.814677157980306,1
"Bombus bifarius",16,0.172043010752688,2.37698473628937,0.0860615460180854,0.0826446280991736,0.989130434782609,0.83695652173913,0.558220273842396,0.222116240249799,1.29752066115702,0.00737473134624742,0.0176476459823657,0.0048805913570887,0.00657018346803794,NA,1.62137950019741,5.06006586593274,0.170266288429528,0.285291440241225,0.464914920579871,28.5
"Bombus centralis",39,0.419354838709677,6.74010065587634,0.147182068099393,0.00826446280991736,0.97304347826087,0.58695652173913,0.354244237282848,0.315242727942072,1.11570247933884,0.032601485455964,0.156814728553208,0.00540181956027293,0.00754918842810993,NA,2.54502025388095,12.7434861885039,0.42880589946027,0.516001338541288,0.32416981982753,47
"Bombus fervidus",10,0.10752688172043,0.604036844094238,-0.0395963155905762,0.165289256198347,0.975845410628019,0.902173913043478,0.40126589741217,0.113442116261024,1.52066115702479,0.00434800593514333,0,0.00424090219863533,0.00291711760379374,NA,2.00744018202371,7.44423704488027,0.250491326675194,0.195907790525116,0.44551224329446,14
"Bombus flavidus",1,0.010752688172043,0.000930232558139535,-0.99906976744186,0.731404958677686,1,1,1,0.000930232558139535,1.73140495867769,0,0,0.0036367513267627,0.00020346061454215,NA,0,1,0.0336490261077149,0.101233637819004,0.0331825453723789,1
"Bombus flavifrons",32,0.344086021505376,4.01264534764377,0.0941451671138678,0.0206611570247934,0.934057971014493,0.66304347826087,0.229449687244462,0.172841093386208,1.14876033057851,0.0249657605228814,0.00181666943936117,0.00530705079605762,0.00522951360126046,NA,3.08232764437309,21.8091072075936,0.733855217814268,0.495777415703785,0.306194756639244,42.2857142857143
