,key,site,date,number,genID,genSp,sex,fieldPlantID,finalPlantID,samplingDay,sampingRound,collector,determiner.x,dateDetermined,notes,uniqueID,genus_species,genus,family,determiner.y
128,Euptoierta_claudia,PL,81312,236,fritillary,,,purple flower,Glandularia bipinnatifida,5,1,HLS,,,,EMEC_SI_PL_081312_236,Euptoieta claudia,Euptoieta,Nymphalidae,L.Ponisio
129,Euptoierta_claudia,CH,82112,185,fritillary,,,primrose,Oenothera elata,4,2,HLS,,,,EMEC_SI_CH_082112_185,Euptoieta claudia,Euptoieta,Nymphalidae,L.Ponisio
130,Euptoierta_claudia,JC,71212,128,nymphalid,Euptoieta claudia,f,Hymenopappus newberryi,Hymenopappus newberryi,2,1,LCP,,,,EMEC_SI_JC_071212_128,Euptoieta claudia,Euptoieta,Nymphalidae,L.Ponisio
131,Euptoierta_claudia,MM,80412,245,speyeria,,,Thistle,Cirsium neomexicanum,5,1,HLS,,,,EMEC_SI_MM_080412_245,Euptoieta claudia,Euptoieta,Nymphalidae,L.Ponisio
132,Eurema_nicippe,PL,81212,295,vanessa,,,purple flower,Glandularia bipinnatifida,4,1,LCP,,,,EMEC_SI_PL_081212_295,Eurema nicippe,Eurema,Pieridae,L.Ponisio
133,Eurema_nicippe,PL,81312,275,sulfur,,,purple flower,Glandularia bipinnatifida,5,1,LCP,,,,EMEC_SI_PL_081312_275,Eurema nicippe,Eurema,Pieridae,L.Ponisio
134,Eurema_nicippe,JC,71212,131,pierid,Eurema nicippe ,m,Western wallflower,Erysimum capitatum,2,1,HLS,,,,EMEC_SI_JC_071212_131,Eurema nicippe,Eurema,Pieridae,L.Ponisio
135,Eurema_nicippe,JC,71712,10,sulfur,Eurema nicippe ,f,Erigeron subtrinervis,Erigeron subtrinervis,6,1,HLS,,,,EMEC_SI_JC_071712_10,Eurema nicippe,Eurema,Pieridae,L.Ponisio
136,Garisma_ganita,JC,71512,174,skipper,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,,EMEC_SI_JC_071512_174,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
137,Garisma_ganita,MM,80112,246,skipper,,,erigeron,Erigeron formosissimus,2,1,HLS,,,,EMEC_SI_MM_080112_246,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
138,Garisma_ganita,MM,80312,214,skipper,,,oregano,Monardella odoratissima,4,1,HLS,,,,EMEC_SI_MM_080312_214,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
139,Garisma_ganita,JC,71712,181,skipper,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,,EMEC_SI_JC_071712_181,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
140,Garisma_ganita,MM,80312,217,skipper,,,white pea,Vicia pulchella,4,1,LCP,,,,EMEC_SI_MM_080312_217,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
141,Garisma_ganita,JC,71212,125,skipper,,,Erigeron subtrinervis,Erigeron subtrinervis,2,1,LCP,,,,EMEC_SI_JC_071212_125,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
142,Garisma_ganita,JC,71612,139,skipper,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,LCP,,,,EMEC_SI_JC_071612_139,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
143,Garisma_ganita,JC,71612,58,skipper,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,LCP,,,,EMEC_SI_JC_071612_58,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
144,Garisma_ganita,MM,73112,127,skipper,,,oregano,Monardella odoratissima,1,1,HLS,,,,EMEC_SI_MM_073112_127,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
145,Garisma_ganita,JC,71712,29,skipper,,,Potentilla fruticosa,Potentilla fruticosa,6,1,HLS,,,,EMEC_SI_JC_071712_29,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
146,Garisma_ganita,JC,71212,124,skipper,,,Hymenopappus newberryi,Hymenopappus newberryi,2,1,LCP,,,,EMEC_SI_JC_071212_124,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
147,Garisma_ganita,JC,71712,5,skipper,,,"smooth, small Erigeron",Erigeron formosissimus,6,1,HLS,,,,EMEC_SI_JC_071712_5,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
148,Garisma_ganita,MM,80112,247,skipper,,,erigeron,Erigeron formosissimus,2,1,HLS,,,,EMEC_SI_MM_080112_247,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
149,Garisma_ganita,MM,80112,245,skipper,,,erigeron,Erigeron formosissimus,2,1,HLS,,,,EMEC_SI_MM_080112_245,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
150,Garisma_ganita,MM,80312,215,skipper,,,white pea,Vicia pulchella,4,1,LCP,,,,EMEC_SI_MM_080312_215,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
151,Garisma_ganita,JC,71612,142,skipper,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,LCP,,,,EMEC_SI_JC_071612_142,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
152,Garisma_ganita,JC,71712,22,skipper,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,HLS,,,,EMEC_SI_JC_071712_22,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
153,Garisma_ganita,MM,80312,216,skipper,,,white pea,Vicia pulchella,4,1,LCP,,,,EMEC_SI_MM_080312_216,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
154,Garisma_ganita,MM,80412,252,skipper,,,yellow aster,Heterothece pumila,5,1,HLS,,,,EMEC_SI_MM_080412_252,Garisma ganita,Garisma,Hesperiidae,L.Ponisio
155,Hemigarus_ceraunus,CH,82112,207,blue,,,cosmos,Cosmos parviflorus,4,1,LCP,,,,EMEC_SI_CH_082112_207,Hemigarus ceraunus,Hemigarus,Lycaenidae,L.Ponisio
156,Hemigarus_isola,PL,80912,413,blue,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,,EMEC_SI_PL_080912_413,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
157,Hemigarus_isola,MM,80212,326,blue,,,erigeron,Erigeron formosissimus,3,1,LCP,,,,EMEC_SI_MM_080212_326,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
158,Hemigarus_isola,CH,82112,210,blue,,,purple flower,Glandularia bipinnatifida,4,1,LCP,,,,EMEC_SI_CH_082112_210,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
159,Hemigarus_isola,CH,82112,211,blue,,,cosmos,Cosmos parviflorus,4,2,HLS,,,,EMEC_SI_CH_082112_211,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
160,Hemigarus_isola,SC,72912,121,blue,,,short senicio,Hymenoxys richardsonii,7,1,LCP,,,,EMEC_SI_SC_072912_121,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
161,Hemigarus_isola,MM,80212,321,blue,,,white pea,Vicia pulchella,3,2,HLS,,,,EMEC_SI_MM_080212_321,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
162,Hemigarus_isola,MM,80212,340,blue,,,white pea,Vicia pulchella,3,2,LCP,,,,EMEC_SI_MM_080212_340,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
163,Hemigarus_isola,MM,80312,212,blue,,,oregano,Monardella odoratissima,4,1,LCP,,,NOTE Many beetles in a tube,EMEC_SI_MM_080312_212,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
164,Hemigarus_isola,MM,80212,339,blue,,,white pea,Vicia pulchella,3,1,HLS,,,,EMEC_SI_MM_080212_339,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
165,Hemigarus_isola,PL,80912,412,blue,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,,EMEC_SI_PL_080912_412,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
166,Hemigarus_isola,MM,80112,242,blue,,,white pea,Vicia pulchella,2,1,HLS,,,,EMEC_SI_MM_080112_242,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
167,Hemigarus_isola,CH,82112,208,blue,,,giant white carrot 2,Psacalium decompositum,4,2,LCP,,,,EMEC_SI_CH_082112_208,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
168,Hemigarus_isola,CH,82212,92,blue,,,purple flower,Glandularia bipinnatifida,5,1,LCP,,,,EMEC_SI_CH_082212_92,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
169,Hemigarus_isola,PL,81112,263,blue,,,purple flower,Glandularia bipinnatifida,3,1,LCP,,,,EMEC_SI_PL_081112_263,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
170,Hemigarus_isola,CH,82112,204,blue,,,cosmos,Cosmos parviflorus,4,2,LCP,,,,EMEC_SI_CH_082112_204,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
171,Hemigarus_isola,SC,72312,298,blue,,,Erigeron subtrinervis,Erigeron subtrinervis,3,1,HLS,,,,EMEC_SI_SC_072312_298,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
172,Hemigarus_isola,SC,72812,108,blue,,,short senicio,Hymenoxys richardsonii,6,1,HLS,,,,EMEC_SI_SC_072812_108,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
173,Hemigarus_isola,CH,82112,206,blue,,,cosmos,Cosmos parviflorus,4,1,LCP,,,,EMEC_SI_CH_082112_206,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
174,Hemigarus_isola,CH,82112,213,blue,,,cosmos,Cosmos parviflorus,4,1,HLS,,,,EMEC_SI_CH_082112_213,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
175,Hemigarus_isola,SC,72912,120,blue,,,short senicio,Hymenoxys richardsonii,7,1,LCP,,,,EMEC_SI_SC_072912_120,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
176,Hemigarus_isola,CH,82112,209,blue,,,purple flower,Glandularia bipinnatifida,4,1,LCP,,,,EMEC_SI_CH_082112_209,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
177,Hemigarus_isola,SC,72812,106,blue,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,,EMEC_SI_SC_072812_106,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
178,Hemigarus_isola,MM,80212,330,blue,,,white pea,Vicia pulchella,3,2,LCP,,,,EMEC_SI_MM_080212_330,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
179,Hemigarus_isola,CH,82212,91,blue,,,cosmos,Cosmos parviflorus,5,1,LCP,,,,EMEC_SI_CH_082212_91,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
180,Hemigarus_isola,MM,80212,329,blue,,,white aster,Hymenopappus newberryi,3,1,LCP,,,,EMEC_SI_MM_080212_329,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
181,Hemigarus_isola,JC,71712,3,blue,,,Potentilla hippiana,Potentilla hippiana,6,1,HLS,,,,EMEC_SI_JC_071712_3,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
182,Hemigarus_isola,CH,82112,205,blue,,,clover,Trifolium pinetorum,4,2,LCP,,,,EMEC_SI_CH_082112_205,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
183,Hemigarus_isola,PL,81112,264,blue,,,thistle,Cirsium parryi,3,1,LCP,,,,EMEC_SI_PL_081112_264,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
184,Hemigarus_isola,CH,82012,199,blue,,,purple flower,Glandularia bipinnatifida,3,2,HLS,,,,EMEC_SI_CH_082012_199,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
185,Hemigarus_isola,PL,80912,394,blue,,,white pea,Trifolium pinetorum,1,1,HLS,,,,EMEC_SI_PL_080912_394,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
186,Hemigarus_isola,PL,81312,242,blue,,,little pink,Cerastium nutans,5,1,HLS,,,,EMEC_SI_PL_081312_242,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
187,Hemigarus_isola,JC,71712,185,blue,,,Small smooth erigeron,Erigeron formosissimus,6,1,LCP,,,,EMEC_SI_JC_071712_185,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
188,Hemigarus_isola,CH,82212,90,blue,,,cosmos,Cosmos parviflorus,5,1,LCP,,,,EMEC_SI_CH_082212_90,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
189,Hemigarus_isola,PL,81312,241,blue,,,purple flower,Glandularia bipinnatifida,5,1,HLS,,,,EMEC_SI_PL_081312_241,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
190,Hemigarus_isola,CH,82012,191,blue,,,senicio,Senecio eremophilus,3,1,LCP,,,,EMEC_SI_CH_082012_191,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
191,Hemigarus_isola,MM,80412,248,blue,,,white pea,Vicia pulchella,5,1,HLS,,,,EMEC_SI_MM_080412_248,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
192,Hemigarus_isola,MM,80112,248,blue,,,white pea,Vicia pulchella,2,1,LCP,,,,EMEC_SI_MM_080112_248,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
193,Hemigarus_isola,SC,72912,122,blue,,,Potentilla hippiana,Potentilla hippiana,7,1,LCP,,,,EMEC_SI_SC_072912_122,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
194,Hemigarus_isola,CH,82012,190,blue,,,tiny white flower,,3,1,LCP,,,,EMEC_SI_CH_082012_190,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
195,Hemigarus_isola,CH,82212,89,blue,,,tiny white flower,,5,1,LCP,,,,EMEC_SI_CH_082212_89,Hemigarus isola,Hemigarus,Lycaenidae,L.Ponisio
196,Hesperia_comma,PL,81112,108,skipper,,,purple flower,Glandularia bipinnatifida,3,1,HLS,,,,EMEC_SI_PL_081112_108,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
197,Hesperia_comma,PL,81012,300,skipper,,,purple flower,Glandularia bipinnatifida,2,1,HLS,,,,EMEC_SI_PL_081012_300,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
198,Hesperia_comma,PL,81112,256,skipper,,,purple flower,Glandularia bipinnatifida,3,1,LCP,,,,EMEC_SI_PL_081112_256,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
199,Hesperia_comma,PL,81012,298,skipper,,,purple flower,Glandularia bipinnatifida,2,1,HLS,,,,EMEC_SI_PL_081012_298,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
200,Hesperia_comma,PL,80912,361,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,,EMEC_SI_PL_080912_361,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
201,Hesperia_comma,PL,80912,364,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,,EMEC_SI_PL_080912_364,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
202,Hesperia_comma,PL,81212,251,skipper,,,purple flower,Glandularia bipinnatifida,4,1,LCP,,,,EMEC_SI_PL_081212_251,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
203,Hesperia_comma,PL,81012,299,skipper,,,purple flower,Glandularia bipinnatifida,2,1,HLS,,,,EMEC_SI_PL_081012_299,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
204,Hesperia_comma,PL,81012,301,skipper,,,purple flower,Glandularia bipinnatifida,2,1,HLS,,,,EMEC_SI_PL_081012_301,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
205,Hesperia_comma,PL,81212,249,skipper,,,purple flower,Glandularia bipinnatifida,4,1,LCP,,,,EMEC_SI_PL_081212_249,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
206,Hesperia_comma,PL,81312,261,skipper,,,purple flower,Glandularia bipinnatifida,5,1,HLS,,,,EMEC_SI_PL_081312_261,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
207,Hesperia_comma,PL,81112,109,skipper,,,purple flower,Glandularia bipinnatifida,3,1,HLS,,,,EMEC_SI_PL_081112_109,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
208,Hesperia_comma,PL,81112,270,skipper,,,purple thistle,Cirsium arizonicum var. arizonicum,3,1,HLS,,,,EMEC_SI_PL_081112_270,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
209,Hesperia_comma,PL,80912,362,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,,EMEC_SI_PL_080912_362,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
210,Hesperia_comma,PL,80912,369,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,,EMEC_SI_PL_080912_369,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
211,Hesperia_comma,PL,80912,371B,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,,EMEC_SI_PL_080912_371B,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
212,Hesperia_comma,PL,80912,375,skipper,,,thistle,Cirsium parryi,1,1,LCP,,,,EMEC_SI_PL_080912_375,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
213,Hesperia_comma,PL,80912,374,skipper,,,thistle,Cirsium parryi,1,1,LCP,,,,EMEC_SI_PL_080912_374,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
214,Hesperia_comma,PL,81012,310,skipper,,,purple flower,Glandularia bipinnatifida,2,1,HLS,,,,EMEC_SI_PL_081012_310,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
215,Hesperia_comma,PL,80912,417,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,,EMEC_SI_PL_080912_417,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
216,Hesperia_comma,PL,81012,313,skipper,,,big yellow aster,Hymenoxys hoopesii,2,1,HLS,,,,EMEC_SI_PL_081012_313,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
217,Hesperia_comma,PL,81112,130,skipper,,,purple flower,Glandularia bipinnatifida,3,1,HLS,,,,EMEC_SI_PL_081112_130,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
218,Hesperia_comma,PL,81012,296,skipper,,,purple flower,Glandularia bipinnatifida,2,1,LCP,,,,EMEC_SI_PL_081012_296,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
219,Hesperia_comma,PL,80912,386,skipper,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,,EMEC_SI_PL_080912_386,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
220,Hesperia_comma,PL,81312,250,skipper,,,big yellow aster,Hymenoxys hoopesii,5,1,HLS,,,,EMEC_SI_PL_081312_250,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
221,Hesperia_comma,PL,81212,247,skipper,,,purple flower,Glandularia bipinnatifida,4,1,LCP,,,,EMEC_SI_PL_081212_247,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
222,Hesperia_comma,PL,81312,269,skipper,,,big yellow aster,Hymenoxys hoopesii,5,1,LCP,,,,EMEC_SI_PL_081312_269,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
223,Hesperia_comma,PL,81112,110,skipper,,,purple flower,Glandularia bipinnatifida,3,1,HLS,,,,EMEC_SI_PL_081112_110,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
224,Hesperia_comma,PL,81212,245,skipper,,,purple penstamen,Penstemon strictus,4,1,LCP,,,,EMEC_SI_PL_081212_245,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
225,Hesperia_comma,PL,80912,416,skipper,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,,EMEC_SI_PL_080912_416,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
226,Hesperia_comma,PL,81012,297,skipper,,,purple flower,Glandularia bipinnatifida,2,1,LCP,,,,EMEC_SI_PL_081012_297,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
227,Hesperia_comma,PL,81212,229,skipper,,,big yellow aster,Hymenoxys hoopesii,4,1,HLS,,,,EMEC_SI_PL_081212_229,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
228,Hesperia_comma,PL,80912,421,skipper,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,,EMEC_SI_PL_080912_421,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
229,Hesperia_comma,PL,80912,385,skipper,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,,EMEC_SI_PL_080912_385,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
230,Hesperia_comma,PL,81112,112,skipper,,,purple flower,Glandularia bipinnatifida,3,1,HLS,,,,EMEC_SI_PL_081112_112,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
231,Hesperia_comma,PL,81012,295,skipper,,,purple flower,Glandularia bipinnatifida,2,1,LCP,,,,EMEC_SI_PL_081012_295,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
232,Hesperia_comma,PL,80912,424,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,,EMEC_SI_PL_080912_424,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
233,Hesperia_comma,PL,81012,294,skipper,,,purple flower,Glandularia bipinnatifida,2,1,LCP,,,,EMEC_SI_PL_081012_294,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
234,Hesperia_comma,PL,80912,418,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,,EMEC_SI_PL_080912_418,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
235,Hesperia_comma,PL,81112,113,skipper,,,purple flower,Glandularia bipinnatifida,3,1,HLS,,,,EMEC_SI_PL_081112_113,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
236,Hesperia_comma,PL,80912,422,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,,EMEC_SI_PL_080912_422,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
237,Hesperia_comma,PL,80912,357,skipper,,,thistle,Cirsium parryi,1,1,HLS,,,,EMEC_SI_PL_080912_357,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
238,Hesperia_comma,PL,81212,231,skipper,,,purple penstamen,Penstemon strictus,4,1,HLS,,,,EMEC_SI_PL_081212_231,Hesperia comma ,Hesperia,Hesperiidae,L.Ponisio
239,Hesperia_pahaska,PL,81212,237,skipper,,,white geranium,Geranium viscosissimum,4,1,HLS,,,,EMEC_SI_PL_081212_237,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
240,Hesperia_pahaska,PL,81212,238,skipper,,,purple flower,Glandularia bipinnatifida,4,1,HLS,,,,EMEC_SI_PL_081212_238,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
241,Hesperia_pahaska,PL,81312,247,skipper,,,purple thistle,Cirsium arizonicum var. arizonicum,5,1,HLS,,,,EMEC_SI_PL_081312_247,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
242,Hesperia_pahaska,PL,81012,302,skipper,,,purple flower,Glandularia bipinnatifida,2,1,HLS,,,,EMEC_SI_PL_081012_302,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
243,Hesperia_pahaska,PL,81012,304,skipper,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,,EMEC_SI_PL_081012_304,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
244,Hesperia_pahaska,PL,81012,314,skipper,,,big yellow aster,Hymenoxys hoopesii,2,1,HLS,,,,EMEC_SI_PL_081012_314,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
245,Hesperia_pahaska,PL,81112,131,skipper,,,purple flower,Glandularia bipinnatifida,3,1,HLS,,,,EMEC_SI_PL_081112_131,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
246,Hesperia_pahaska,PL,80912,365,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,,EMEC_SI_PL_080912_365,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
247,Hesperia_pahaska,PL,81312,263,skipper,,,purple flower,Glandularia bipinnatifida,5,1,HLS,,,,EMEC_SI_PL_081312_263,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
248,Hesperia_pahaska,PL,81112,132,skipper,,,purple flower,Glandularia bipinnatifida,3,1,HLS,,,,EMEC_SI_PL_081112_132,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
249,Hesperia_pahaska,PL,80912,393,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,,EMEC_SI_PL_080912_393,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
250,Hesperia_pahaska,PL,81112,253B,skipper,,,purple flower,Glandularia bipinnatifida,3,1,LCP,,,,EMEC_SI_PL_081112_253B,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
251,Hesperia_pahaska,PL,80912,363,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,,EMEC_SI_PL_080912_363,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
252,Hesperia_pahaska,PL,81112,133,skipper,,,purple flower,Glandularia bipinnatifida,3,1,HLS,,,,EMEC_SI_PL_081112_133,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
253,Hesperia_pahaska,PL,80912,425,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,,EMEC_SI_PL_080912_425,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
254,Hesperia_pahaska,PL,81112,254,skipper,,,purple flower,Glandularia bipinnatifida,3,1,LCP,,,,EMEC_SI_PL_081112_254,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
255,Hesperia_pahaska,PL,81312,262,skipper,,,purple flower,Glandularia bipinnatifida,5,1,HLS,,,,EMEC_SI_PL_081312_262,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
256,Hesperia_pahaska,PL,81212,250,skipper,,,purple flower,Glandularia bipinnatifida,4,1,LCP,,,,EMEC_SI_PL_081212_250,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
257,Hesperia_pahaska,PL,80912,360,skipper,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,,EMEC_SI_PL_080912_360,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
258,Hesperia_pahaska,PL,81212,232,skipper,,,purple penstamen,Penstemon strictus,4,1,HLS,,,,EMEC_SI_PL_081212_232,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
259,Hesperia_pahaska,PL,81312,245,skipper,,,yellow pond flower,Hypericum scouleri,5,1,HLS,,,,EMEC_SI_PL_081312_245,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
260,Hesperia_pahaska,PL,80912,426,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,,EMEC_SI_PL_080912_426,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
261,Hesperia_pahaska,PL,80912,368,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,,EMEC_SI_PL_080912_368,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
262,Hesperia_pahaska,PL,80912,370,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,,EMEC_SI_PL_080912_370,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
263,Hesperia_pahaska,PL,81012,311,skipper,,,purple flower,Glandularia bipinnatifida,2,1,HLS,,,,EMEC_SI_PL_081012_311,Hesperia pahaska,Hesperia,Hesperiidae,L.Ponisio
