"","key","site","date","number","genID","genSp","sex","fieldPlantID","finalPlantID","samplingDay","sampingRound","collector","determiner.x","dateDetermined","notes","uniqueID","genus_species","genus","family","determiner.y"
"77","Colias_eurytheme","SC","072712","264","sulfur","","","Erigeron subtrinervis","Erigeron subtrinervis",5,1,"LCP","","","","EMEC_SI_SC_072712_264","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"78","Colias_eurytheme","JC","071612","8","sulfur","Colias eurytheme","m","Erigeron subtrinervis","Erigeron subtrinervis",5,1,"HLS","","","","EMEC_SI_JC_071612_8","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"79","Colias_eurytheme","SC","072712","265","sulfur","","","Erigeron subtrinervis","Erigeron subtrinervis",5,1,"LCP","","","","EMEC_SI_SC_072712_265","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"80","Colias_eurytheme","PL","081012","335","sulfur","Colias eurytheme","","purple flower","Glandularia bipinnatifida",2,1,"HLS","","","","EMEC_SI_PL_081012_335","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"81","Colias_eurytheme","JC","071612","9","sulfur","Colias eurytheme","m","Erigeron subtrinervis","Erigeron subtrinervis",5,1,"HLS","","","","EMEC_SI_JC_071612_9","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"82","Colias_eurytheme","JC","071612","12","sulfur","Colias eurytheme","f","Erigeron subtrinervis","Erigeron subtrinervis",5,1,"HLS","","","","EMEC_SI_JC_071612_12","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"83","Colias_eurytheme","CH","082112","199","sulfur","","","purple flower","Glandularia bipinnatifida",4,1,"HLS","","","","EMEC_SI_CH_082112_199","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"84","Colias_eurytheme","JC","071412","28","pierid","Colias eurytheme","m","Erigeron subtrinervis","Erigeron subtrinervis",3,1,"LCP","","","","EMEC_SI_JC_071412_28","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"85","Colias_eurytheme","JC","071712","11","sulfur","Colias eurytheme","m","Erigeron subtrinervis","Erigeron subtrinervis",6,1,"HLS","","","","EMEC_SI_JC_071712_11","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"86","Colias_eurytheme","PL","081312","229","sulfur","Colias eurytheme","","thistle","Cirsium parryi",5,1,"HLS","","","","EMEC_SI_PL_081312_229","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"87","Colias_eurytheme","PL","081012","336","sulfur","Colias eurytheme","","purple flower","Glandularia bipinnatifida",2,1,"HLS","","","","EMEC_SI_PL_081012_336","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"88","Colias_eurytheme","JC","071512","17","sulfur","Colias eurytheme","f","Erigeron subtrinervis","Erigeron subtrinervis",4,1,"LCP","","","","EMEC_SI_JC_071512_17","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"89","Colias_eurytheme","JC","071612","4","sulfur","Colias eurytheme","f","Erigeron subtrinervis","Erigeron subtrinervis",5,1,"HLS","","","","EMEC_SI_JC_071612_4","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"90","Colias_eurytheme","PL","081112","267","sulfur","Colias eurytheme","","purple flower","Glandularia bipinnatifida",3,1,"LCP","","","","EMEC_SI_PL_081112_267","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"91","Colias_eurytheme","PL","081112","267B","sulfur","Colias eurytheme","","purple flower","Glandularia bipinnatifida",3,1,"LCP","","","","EMEC_SI_PL_081112_267B","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"92","Colias_eurytheme","PL","081212","285","sulfur","Colias eurytheme","","thistle","Cirsium parryi",4,1,"HLS","","","","EMEC_SI_PL_081212_285","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"93","Colias_eurytheme","CH","082012","189","sulfur","Colias eurytheme","","purple flower","Glandularia bipinnatifida",3,2,"LCP","","","","EMEC_SI_CH_082012_189","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"94","Colias_eurytheme","PL","080912","411","sulfur","Colias eurytheme","","purple flower","Glandularia bipinnatifida",1,1,"LCP","","","","EMEC_SI_PL_080912_411","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"95","Colias_eurytheme","PL","081012","334","sulfur","Colias eurytheme","","purple flower","Glandularia bipinnatifida",2,1,"HLS","","","","EMEC_SI_PL_081012_334","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"96","Colias_eurytheme","JC","071612","5","sulfur","Colias eurytheme","m","Erigeron subtrinervis","Erigeron subtrinervis",5,1,"HLS","","","","EMEC_SI_JC_071612_5","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"97","Colias_eurytheme","PL","081012","333","sulfur","Colias eurytheme","","purple flower","Glandularia bipinnatifida",2,1,"HLS","","","","EMEC_SI_PL_081012_333","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"98","Colias_eurytheme","JC","071512","18","sulfur","Colias eurytheme","m","Erigeron subtrinervis","Erigeron subtrinervis",4,1,"LCP","","","","EMEC_SI_JC_071512_18","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"99","Colias_eurytheme","JC","071612","152","Sulfur","Colias eurytheme","f","Western wallflower","Erysimum capitatum",5,1,"HLS","","","","EMEC_SI_JC_071612_152","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"100","Colias_eurytheme","PL","080912","405","sulfur","Colias eurytheme","","purple flower","Glandularia bipinnatifida",1,1,"LCP","","","","EMEC_SI_PL_080912_405","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"101","Colias_eurytheme","SC","072712","263","sulfur","","","Erigeron subtrinervis","Erigeron subtrinervis",5,1,"LCP","","","","EMEC_SI_SC_072712_263","Colias eurytheme","Colias","Pieridae","L.Ponisio"
"102","Epargyreus_clarus","PL","081112","106","skipper","","","purple flower","Glandularia bipinnatifida",3,1,"HLS","","","","EMEC_SI_PL_081112_106","Epargyreus clarus","Epargyreus","Hesperiidae","L.Ponisio"
"103","Epargyreus_clarus","PL","080912","372","skipper","","","purple flower","Glandularia bipinnatifida",1,1,"LCP","","","","EMEC_SI_PL_080912_372","Epargyreus clarus","Epargyreus","Hesperiidae","L.Ponisio"
"104","Epargyreus_clarus","PL","081112","280","skipper","","","purple flower","Glandularia bipinnatifida",3,1,"HLS","","","","EMEC_SI_PL_081112_280","Epargyreus clarus","Epargyreus","Hesperiidae","L.Ponisio"
"105","Epargyreus_clarus","PL","081312","279","skipper","","","purple flower","Glandularia bipinnatifida",5,1,"LCP","","","","EMEC_SI_PL_081312_279","Epargyreus clarus","Epargyreus","Hesperiidae","L.Ponisio"
"106","Epargyreus_clarus","PL","081112","255","skipper","","","purple flower","Glandularia bipinnatifida",3,1,"LCP","","","","EMEC_SI_PL_081112_255","Epargyreus clarus","Epargyreus","Hesperiidae","L.Ponisio"
"107","Epargyreus_clarus","PL","081012","324","skipper","","","purple flower","Glandularia bipinnatifida",2,1,"LCP","","","","EMEC_SI_PL_081012_324","Epargyreus clarus","Epargyreus","Hesperiidae","L.Ponisio"
"108","Epargyreus_clarus","PL","080912","406","skipper","","","purple flower","Glandularia bipinnatifida",1,1,"LCP","","","","EMEC_SI_PL_080912_406","Epargyreus clarus","Epargyreus","Hesperiidae","L.Ponisio"
"109","Epargyreus_clarus","PL","081212","296","skipper","","","purple flower","Glandularia bipinnatifida",4,1,"LCP","","","","EMEC_SI_PL_081212_296","Epargyreus clarus","Epargyreus","Hesperiidae","L.Ponisio"
"110","Epargyreus_clarus","PL","081112","281","skipper","","","purple flower","Glandularia bipinnatifida",3,1,"HLS","","","","EMEC_SI_PL_081112_281","Epargyreus clarus","Epargyreus","Hesperiidae","L.Ponisio"
"111","Epargyreus_clarus","PL","081212","298","skipper","","","purple flower","Glandularia bipinnatifida",4,1,"LCP","","","","EMEC_SI_PL_081212_298","Epargyreus clarus","Epargyreus","Hesperiidae","L.Ponisio"
"112","Epargyreus_clarus","PL","081212","297","skipper","","","purple flower","Glandularia bipinnatifida",4,1,"LCP","","","","EMEC_SI_PL_081212_297","Epargyreus clarus","Epargyreus","Hesperiidae","L.Ponisio"
"113","Epargyreus_clarus","PL","081312","240","skipper","","","purple flower","Glandularia bipinnatifida",5,1,"HLS","","","","EMEC_SI_PL_081312_240","Epargyreus clarus","Epargyreus","Hesperiidae","L.Ponisio"
"114","Euptoierta_claudia","PL","081212","290","frittlery","","","big yellow aster","Hymenoxys hoopesii",4,1,"LCP","","","","EMEC_SI_PL_081212_290","Euptoieta Claudia","Euptoieta","Nymphalidae","L.Ponisio"
"115","Euptoierta_claudia","PL","081312","238","frittelry","","","big yellow aster","Hymenoxys hoopesii",5,1,"HLS","","","","EMEC_SI_PL_081312_238","Euptoieta Claudia","Euptoieta","Nymphalidae","L.Ponisio"
"116","Euptoierta_claudia","MM","080412","245","spyeria","","","Thistle","Cirsium neomexicanum",5,1,"HLS","","","","EMEC_SI_MM_080412_245","Euptoieta Claudia","Euptoieta","Nymphalidae","L.Ponisio"
"117","Euptoierta_claudia","PL","081312","236","frittelry","","","purple flower","Glandularia bipinnatifida",5,1,"HLS","","","","EMEC_SI_PL_081312_236","Euptoieta Claudia","Euptoieta","Nymphalidae","L.Ponisio"
"118","Euptoierta_claudia","PL","081312","278","speyeria","","","purple flower","Glandularia bipinnatifida",5,1,"LCP","","","","EMEC_SI_PL_081312_278","Euptoieta Claudia","Euptoieta","Nymphalidae","L.Ponisio"
"119","Euptoierta_claudia","PL","081212","279","frittlery","","","purple flower","Glandularia bipinnatifida",4,1,"HLS","","","","EMEC_SI_PL_081212_279","Euptoieta Claudia","Euptoieta","Nymphalidae","L.Ponisio"
"120","Euptoierta_claudia","PL","081012","320","frittlery","","","purple flower","Glandularia bipinnatifida",2,1,"LCP","","","","EMEC_SI_PL_081012_320","Euptoieta Claudia","Euptoieta","Nymphalidae","L.Ponisio"
"121","Euptoierta_claudia","PL","081312","288","frittelry","","","big yellow aster","Hymenoxys hoopesii",5,1,"LCP","","","","EMEC_SI_PL_081312_288","Euptoieta Claudia","Euptoieta","Nymphalidae","L.Ponisio"
"122","Euptoierta_claudia","JC","071212","128","nymphalid","Euptoieta claudia","f","Hymenopappus newberryi","Hymenopappus newberryi",2,1,"LCP","","","","EMEC_SI_JC_071212_128","Euptoieta Claudia","Euptoieta","Nymphalidae","L.Ponisio"
"123","Euptoierta_claudia","CH","082112","185","frittelry","","","primrose","Oenothera elata",4,2,"HLS","","","","EMEC_SI_CH_082112_185","Euptoieta Claudia","Euptoieta","Nymphalidae","L.Ponisio"
